Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 20,Volume ,,Open-Change,Open-High-Highest,Open-Low-Lowest
7/18/2012 0:00,68.1,69.9,65.3,68.9,33.21469,-106.2206,1526600,,1.04 ,,
7/19/2012 0:00,68,71.1,65.7,65.7,32.29876,-101.0792,1700700,,(1.31),,
7/20/2012 0:00,69.6,73.9,67.9,72.5,36.31755,-82.87901,1934900,,5.94 ,6.18,
7/23/2012 0:00,84,89.2,79.4,81.9,41.4882,-26.58793,2575200,,15.86 ,6.19,
7/24/2012 0:00,81.9,94.1,81.7,88.6,44.92096,6.019535,2719900,,0.00 ,,
7/25/2012 0:00,88,94.4,83.5,86.4,44.00798,18.92231,2676600,,(0.68),,
7/26/2012 0:00,76,79.4,73.1,73.3,38.9337,-65.2907,1825100,,(12.04),,-3.82
7/27/2012 0:00,67.2,71,66.6,69,37.40895,-106.0459,1563200,,(8.32),,-0.89
7/30/2012 0:00,68.1,72.2,66.3,72,39.19802,-84.41679,1663300,,(1.30),,
7/31/2012 0:00,74.9,76.3,71.8,75.6,41.36397,-38.79417,1572000,,4.03 ,,
8/1/2012 0:00,73,76.2,70.8,72.7,40.12399,-46.90005,2846000,,(3.44),,
8/2/2012 0:00,76.2,77.9,69.4,69.4,38.70222,-51.43013,2695800,,4.81 ,,
8/3/2012 0:00,64.4,65,60.1,60.2,34.98077,-140.3909,1914500,,(7.20),,-6.68
8/6/2012 0:00,58.2,58.8,55.7,57.2,33.83815,-167.4111,1128600,,(3.32),,
8/7/2012 0:00,55.4,60.3,54.6,60.2,36.08643,-144.5995,1328700,,(3.15),,
8/8/2012 0:00,59.9,60.7,55,55.1,33.9729,-142.6997,1533100,,(0.50),,
8/9/2012 0:00,56,57,53.4,54.6,33.76411,-143.9247,1464600,,1.63 ,,
8/10/2012 0:00,55.7,56.5,52.6,52.7,32.93578,-134.2264,1284000,,2.01 ,,
8/13/2012 0:00,53.2,53.4,49.8,49.9,31.70147,-135.9671,1406200,,0.95 ,,
8/14/2012 0:00,50.5,55.6,50,55.4,36.71821,-100.2449,1601400,,1.20 ,,
8/15/2012 0:00,55.6,56.2,52.8,55.5,36.80909,-81.05495,1385700,,0.36 ,,
8/16/2012 0:00,55,57,53.2,53.3,35.59783,-74.52112,1406300,,(0.90),,
8/17/2012 0:00,52.5,53.7,49.5,50.3,33.95688,-86.20911,1598400,,(1.50),,
8/20/2012 0:00,51.1,52.9,50.2,50.5,34.17473,-80.07545,1124200,,1.59 ,,
8/21/2012 0:00,49.3,53.9,48.7,52.9,36.86601,-72.53357,2178200,,(2.38),,
8/22/2012 0:00,55,56,52.6,53.8,37.8915,-51.34943,2125000,,3.97 ,,
8/23/2012 0:00,54.4,57.5,54.1,56.1,40.54915,-31.28491,2096700,,1.12 ,,
8/24/2012 0:00,57.6,57.7,50.7,51.4,37.05936,-54.58464,1995400,,2.67 ,,
8/27/2012 0:00,50.7,52.6,49.8,52.4,38.27654,-71.18857,1476500,,(1.36),,
8/28/2012 0:00,54,54.5,52.3,54.2,40.50677,-41.28743,1733000,,3.05 ,,
8/29/2012 0:00,53.8,54.8,51.8,54.7,41.14294,-33.41678,1449000,,(0.74),,
8/30/2012 0:00,57.1,58.1,55.5,57,44.10392,75.3904,1559900,,4.39 ,,
8/31/2012 0:00,55.1,57.6,52.5,53,40.30618,8.200486,2220400,,(3.33),,
9/4/2012 0:00,53.5,55.4,52.1,52.3,39.66253,-30.59849,1336900,,0.94 ,,
9/5/2012 0:00,51.9,52.4,49,49.5,37.10976,-146.6579,1602400,,(0.76),,
9/6/2012 0:00,47.5,47.5,39.2,39.2,29.57014,-351.1384,2770600,,(4.04),,
9/7/2012 0:00,37.7,37.99,34.61,34.72,27.00058,-357.9879,3523300,,(3.83),,
9/10/2012 0:00,35.82,38.89,33.65,38.63,32.51262,-238.8792,5371100,,3.17 ,,
9/11/2012 0:00,38.35,39.34,36.27,38.06,32.13172,-170.3427,7308500,,(0.72),,
9/12/2012 0:00,36.55,38.48,35.42,35.9,30.66559,-147.7354,7207200,,(3.97),,
9/13/2012 0:00,35.96,37.19,30.23,30.7,27.42169,-152.9734,8308100,,0.17 ,,
9/14/2012 0:00,29.57,33.2,28.51,32.68,30.43905,-136.2013,7736400,,(3.68),,
9/17/2012 0:00,33.92,33.95,32.1,32.17,30.09203,-107.3178,5554200,,3.79 ,,
9/18/2012 0:00,32.63,33.21,30.26,30.51,28.93568,-103.2321,5804600,,1.43 ,,
9/19/2012 0:00,29.43,30.73,29.19,30.34,28.81357,-99.55152,7055000,,(3.54),,
9/20/2012 0:00,30.89,31.88,29.7,29.75,28.36616,-87.99931,7191600,,1.81 ,,
9/21/2012 0:00,29.76,30.32,28.5,29.26,27.9776,-88.13512,6466700,,0.03 ,,
9/24/2012 0:00,29.94,30.28,28.02,28.45,27.3116,-84.23932,6236500,,2.32 ,,
9/25/2012 0:00,27.86,33,27.84,32.89,36.26748,-62.64265,8930400,,(2.07),,
9/26/2012 0:00,34.05,36.87,33.21,35.37,40.665,-28.76108,1.06E+07,,3.53 ,,
9/27/2012 0:00,33.21,34.3,29.03,29.15,34.2769,-62.63414,7498000,,(6.11),,-12.59
9/28/2012 0:00,30.55,31.48,29.1,30.92,37.29558,-63.53394,5893000,,4.80 ,,
10/1/2012 0:00,29.47,31.96,27.85,31.55,38.38042,-60.82537,6880400,,(4.69),,
10/2/2012 0:00,30.72,32.48,30.08,30.22,36.92791,-49.86914,5829900,,(2.63),,
10/3/2012 0:00,30.35,31.79,29.3,30.01,36.69179,-58.3242,6240300,,0.43 ,,
10/4/2012 0:00,29.55,29.97,28.6,28.64,35.11436,-89.51316,5407100,,(1.53),,
10/5/2012 0:00,26.85,28.53,26.2,27.78,34.12265,-129.5732,7958200,,(6.25),,-2.42
10/8/2012 0:00,28.5,29.04,27.9,28.46,35.66972,-100.7438,3940600,,2.59 ,,
10/9/2012 0:00,28.53,31.16,28.26,30.82,40.86059,-37.29199,7558900,,0.25 ,,
10/10/2012 0:00,30.35,31.6,29.78,30.15,39.87682,-5.609864,6903600,,(1.52),,
10/11/2012 0:00,29.3,29.79,28.53,29.38,38.72295,-73.9599,6452500,,(2.82),,
10/12/2012 0:00,28.37,30.25,27.86,29.79,39.7231,-62.64477,7305800,,(3.44),,
10/15/2012 0:00,29.38,30.61,27.6,27.79,36.58611,-92.0926,6481100,,(1.38),,
10/16/2012 0:00,26.86,27.27,26.22,26.49,34.66957,-182.1226,6605300,,(3.35),,
10/17/2012 0:00,26.48,27,25.5,25.8,33.66164,-175.7725,5620000,,(0.04),,
10/18/2012 0:00,26.1,26.44,25.04,25.63,33.40398,-166.7094,8667200,,1.16 ,,
10/19/2012 0:00,26.12,29.51,26.06,28.96,42.66255,-52.2247,1.05E+07,,1.91 ,,
10/22/2012 0:00,28.79,30.53,28.16,28.24,41.32479,-18.02649,8156400,,(0.59),,
10/23/2012 0:00,31.4,33.42,31,32.65,51.38091,120.2439,8952400,,11.19 ,6.43,
10/24/2012 0:00,31.56,33.42,31.37,32.95,51.98379,147.7727,7086300,,(3.34),,
10/25/2012 0:00,30.61,32.79,30.33,31.1,48.02867,91.24385,7996000,,(7.10),,-0.91
10/26/2012 0:00,31.1,32.67,30.05,30.93,47.66975,79.13804,6995500,,0.00 ,,
10/31/2012 0:00,29.85,32.82,29.62,32.07,50.3493,86.04509,4999500,,(3.49),,
11/1/2012 0:00,31.5,31.65,26.9,26.9,40.27685,-35.95534,7631200,,(1.78),,
11/2/2012 0:00,26.26,28.44,25.94,28.18,43.30112,-70.72928,9269000,,(2.38),,
11/5/2012 0:00,28.89,30.68,28.56,29.17,45.59579,11.64892,6663900,,2.52 ,,
11/6/2012 0:00,28.7,29.31,26.4,27,41.61972,-69.31913,7860100,,(1.61),,
11/7/2012 0:00,28.4,32.1,28.01,31.34,50.85094,49.59666,1.23E+07,,5.19 ,13.03,
11/8/2012 0:00,31.1,32.1,29.7,31.72,51.57297,73.4459,8653200,,(0.77),,
