Date,Open,High,Low,Close,Volume ,Moving Average 50,Wilder's RSI 14,Commodity Channel Index (CCI) 14
7/1/2019 2:11:00 PM,188.63,188.67,188.57,188.67,86000,,,
7/1/2019 2:12:00 PM,188.68,188.77,188.68,188.74,63900,,,
7/1/2019 2:13:00 PM,188.74,188.76,188.71,188.76,12400,,,
7/1/2019 2:14:00 PM,188.76,188.77,188.74,188.76,41400,,,
7/1/2019 2:15:00 PM,188.76,188.79,188.75,188.75,24800,,,
7/1/2019 2:16:00 PM,188.75,188.75,188.7,188.71,11600,,,
7/1/2019 2:17:00 PM,188.71,188.74,188.68,188.7,20400,,,
7/1/2019 2:18:00 PM,188.7,188.73,188.6,188.63,140400,,,
7/1/2019 2:19:00 PM,188.64,188.68,188.6,188.65,117800,,,
7/1/2019 2:20:00 PM,188.65,188.65,188.52,188.54,86200,,,
7/1/2019 2:21:00 PM,188.54,188.6,188.54,188.56,59700,,,
7/1/2019 2:22:00 PM,188.56,188.64,188.55,188.64,35600,,,
7/1/2019 2:23:00 PM,188.64,188.65,188.59,188.61,28400,,,
7/1/2019 2:24:00 PM,188.61,188.61,188.58,188.59,10800,,,-77.76674
7/1/2019 2:25:00 PM,188.58,188.59,188.52,188.56,61300,,,-103.1413
7/1/2019 2:26:00 PM,188.56,188.63,188.55,188.56,34300,,39.62226,-70.81188
7/1/2019 2:27:00 PM,188.56,188.6,188.54,188.57,18900,,40.82585,-72.46449
7/1/2019 2:28:00 PM,188.57,188.58,188.53,188.54,7000,,38.3568,-87.82835
7/1/2019 2:29:00 PM,188.53,188.53,188.44,188.48,67900,,33.93828,-161.4093
7/1/2019 2:30:00 PM,188.48,188.53,188.44,188.45,22600,,31.9561,-160.8881
7/1/2019 2:31:00 PM,188.45,188.45,188.38,188.42,51500,,30.06506,-203.6858
7/1/2019 2:32:00 PM,188.42,188.45,188.4,188.45,26800,,34.25488,-139.0059
7/1/2019 2:33:00 PM,188.46,188.54,188.46,188.53,40200,,43.90638,-34.89418
7/1/2019 2:34:00 PM,188.53,188.59,188.52,188.58,37900,,48.9507,32.71446
7/1/2019 2:35:00 PM,188.59,188.59,188.56,188.57,43800,,48.02116,44.42897
7/1/2019 2:36:00 PM,188.57,188.59,188.53,188.54,22100,,45.24267,25.8451
7/1/2019 2:37:00 PM,188.54,188.56,188.48,188.52,27800,,43.43999,-9.910185
7/1/2019 2:38:00 PM,188.52,188.58,188.51,188.56,18400,,47.91185,39.92857
7/1/2019 2:39:00 PM,188.56,188.6,188.55,188.6,38500,,52.00038,84.67322
7/1/2019 2:40:00 PM,188.6,188.6,188.53,188.55,22700,,47.03164,53.91528
7/1/2019 2:41:00 PM,188.55,188.56,188.52,188.56,18000,,48.09913,37.52573
7/1/2019 2:42:00 PM,188.56,188.6,188.54,188.55,22700,,47.07738,60.88887
7/1/2019 2:43:00 PM,188.55,188.6,188.54,188.6,17600,,52.51247,77.28769
7/1/2019 2:44:00 PM,188.6,188.62,188.58,188.59,20300,,51.37503,96.61198
7/1/2019 2:45:00 PM,188.59,188.6,188.56,188.58,22700,,50.20568,69.607
7/1/2019 2:46:00 PM,188.58,188.6,188.57,188.59,18600,,51.39703,87.92153
7/1/2019 2:47:00 PM,188.59,188.61,188.55,188.55,75700,,46.59317,16.68812
7/1/2019 2:48:00 PM,188.54,188.59,188.52,188.59,43600,,51.47725,1.014934
7/1/2019 2:49:00 PM,188.6,188.6,188.55,188.56,19900,,47.93605,17.14678
7/1/2019 2:50:00 PM,188.56,188.57,188.54,188.57,35700,,49.192,-31.11349
7/1/2019 2:51:00 PM,188.57,188.6,188.52,188.58,46400,,50.4766,-20.33628
7/1/2019 2:52:00 PM,188.58,188.67,188.58,188.64,67200,,57.4341,247.4516
