Date,Open,High,Low,Close,Moving Average 50,Wilder's RSI 14,Commodity Channel Index (CCI) 14
5/2/2019 1:25:00 PM,187.93,188.08,187.83,187.85,,,
5/2/2019 1:30:00 PM,187.85,188.07,187.82,188.02,,,
5/2/2019 1:35:00 PM,188.02,188.05,187.9,187.96,,,
5/2/2019 1:40:00 PM,187.96,188.31,187.96,188.21,,,
5/2/2019 1:45:00 PM,188.21,188.29,188,188,,,
5/2/2019 1:50:00 PM,188,188.02,187.81,187.89,,,
5/2/2019 1:55:00 PM,187.89,188.22,187.87,188.03,,,
5/2/2019 2:00:00 PM,188.03,188.19,187.95,187.95,,,
5/2/2019 2:05:00 PM,187.95,188.1,187.87,188.1,,,
5/2/2019 2:10:00 PM,188.1,188.15,187.83,187.84,,,
5/2/2019 2:15:00 PM,187.84,188.18,187.84,188.14,,,
5/2/2019 2:20:00 PM,188.14,188.36,188.12,188.21,,,
5/2/2019 2:25:00 PM,188.21,188.41,188.19,188.37,,,
5/2/2019 2:30:00 PM,188.37,188.38,188.1,188.11,,,90.21849
5/2/2019 2:35:00 PM,188.11,188.29,188.01,188.04,,,26.5839
5/2/2019 2:40:00 PM,188.04,188.05,187.93,187.96,,52.32068,-67.41319
5/2/2019 2:45:00 PM,187.96,188.08,187.86,188.05,,54.19387,-58.02589
5/2/2019 2:50:00 PM,188.05,188.17,187.7,187.72,,46.91534,-133.3378
5/2/2019 2:55:00 PM,187.72,187.9,187.57,187.89,,50.59634,-154.3173
5/2/2019 3:00:00 PM,187.89,187.99,187.85,187.85,,49.7228,-84.9043
5/2/2019 3:05:00 PM,187.85,187.93,187.75,187.9,,50.86467,-91.22736
5/2/2019 3:10:00 PM,187.9,188.06,187.81,187.83,,49.18042,-59.89716
5/2/2019 3:15:00 PM,187.84,188.02,187.78,188,,53.2311,-37.68039
5/2/2019 3:20:00 PM,187.97,188.13,187.94,188.03,,53.92896,11.38745
5/2/2019 3:25:00 PM,188.03,188.23,188.02,188.19,,57.56591,64.14675
5/2/2019 3:30:00 PM,188.2,188.28,188.08,188.16,,56.66275,82.39019
5/2/2019 3:35:00 PM,188.16,188.27,188.05,188.05,,53.35701,73.1523
5/2/2019 3:40:00 PM,188.05,188.14,187.97,188.06,,53.62177,43.56396
5/2/2019 3:45:00 PM,188.06,188.06,187.89,188.01,,52.03056,3.942842
5/2/2019 3:50:00 PM,188.01,188.03,187.77,187.86,,47.4791,-58.98328
5/2/2019 3:55:00 PM,187.86,188.12,187.85,188.07,,53.59924,24.9661
5/2/2019 4:00:00 PM,188.07,188.22,187.97,188.11,,54.68226,71.7635
5/3/2019 9:35:00 AM,189.68,189.74,189.43,189.49,,75.73138,440.0166
5/3/2019 9:40:00 AM,189.49,189.68,189.39,189.64,,76.98278,234.7976
5/3/2019 9:45:00 AM,189.64,189.73,189.44,189.5,,73.18932,155.1239
5/3/2019 9:50:00 AM,189.5,189.8,189.33,189.69,,74.99053,120.413
5/3/2019 9:55:00 AM,189.7,189.85,189.65,189.85,,76.42678,109.132
5/3/2019 10:00:00 AM,189.86,189.97,189.82,189.91,,76.96107,98.04323
5/3/2019 10:05:00 AM,189.92,190.23,189.79,190.07,,78.36911,91.93739
5/3/2019 10:10:00 AM,190.07,190.11,189.86,189.97,,75.27262,76.73434
5/3/2019 10:15:00 AM,189.97,190,189.73,189.87,,72.20042,60.62897
5/3/2019 10:20:00 AM,189.87,190.07,189.86,189.88,,72.32218,61.18251
5/3/2019 10:25:00 AM,189.88,189.98,189.76,189.88,,72.45213,51.99254
5/3/2019 10:30:00 AM,189.89,190.09,189.87,190.09,,75.09391,71.58284
5/3/2019 10:35:00 AM,190.09,190.27,190.03,190.24,,76.80511,100.9602
5/3/2019 10:40:00 AM,190.24,190.32,190.17,190.18,,74.59697,135.4111
5/3/2019 10:45:00 AM,190.18,190.3,190.18,190.24,,75.35986,125.0823
5/3/2019 10:50:00 AM,190.26,190.5,190.26,190.43,,77.64838,156.3143
5/3/2019 10:55:00 AM,190.44,190.5,190.35,190.39,,76.0472,137.5775
5/3/2019 11:00:00 AM,190.38,190.58,190.38,190.55,188.7266,78.00166,137.6721
5/3/2019 11:05:00 AM,190.56,190.78,190.49,190.77,188.785,80.37305,160.0009
5/3/2019 11:10:00 AM,190.77,190.83,190.69,190.7,188.8386,77.50971,146.4798
5/3/2019 11:15:00 AM,190.7,190.77,190.66,190.66,188.8926,75.84733,109.7529
5/3/2019 11:20:00 AM,190.66,190.69,190.56,190.62,188.9408,74.13438,77.78928
5/3/2019 11:25:00 AM,190.61,190.67,190.47,190.5,188.9908,69.09425,50.56483
5/3/2019 11:30:00 AM,190.5,190.56,190.33,190.41,189.0412,65.49763,11.45113
5/3/2019 11:35:00 AM,190.4,190.46,190.32,190.42,189.089,65.71111,-13.95055
5/3/2019 11:40:00 AM,190.42,190.53,190.33,190.48,189.1396,67.02983,-9.052311
5/3/2019 11:45:00 AM,190.49,190.61,190.47,190.58,189.1892,69.15899,31.65743
5/3/2019 11:50:00 AM,190.58,190.6,190.36,190.37,189.2398,60.34594,-38.39839
5/3/2019 11:55:00 AM,190.37,190.59,190.33,190.59,189.2888,65.33025,-16.41523
5/3/2019 12:00:00 PM,190.59,190.61,190.48,190.48,189.3342,61.18887,-9.637433
5/3/2019 12:05:00 PM,190.48,190.53,190.37,190.5,189.3768,61.6648,-57.04792
5/3/2019 12:10:00 PM,190.5,190.67,190.49,190.57,189.426,63.35822,24.44741
5/3/2019 12:15:00 PM,190.57,190.64,190.52,190.62,189.4776,64.56199,45.51223
5/3/2019 12:20:00 PM,190.61,190.7,190.58,190.69,189.5322,66.235,111.9674
5/3/2019 12:25:00 PM,190.7,190.71,190.59,190.67,189.5846,65.28654,119.1823
5/3/2019 12:30:00 PM,190.67,190.77,190.66,190.76,189.6454,67.53861,163.5226
5/3/2019 12:35:00 PM,190.76,190.88,190.76,190.88,189.7052,70.30519,187.3315
5/3/2019 12:40:00 PM,190.88,190.88,190.69,190.7,189.7622,61.79763,109.9253
5/3/2019 12:45:00 PM,190.71,190.71,190.62,190.66,189.8174,60.05873,41.80564
5/3/2019 12:50:00 PM,190.66,190.69,190.55,190.59,189.8726,57.0334,-1.765919
5/3/2019 12:55:00 PM,190.59,190.73,190.55,190.71,189.9268,60.68909,32.17487
5/3/2019 1:00:00 PM,190.71,190.76,190.68,190.72,189.9806,60.98679,65.88486
5/3/2019 1:05:00 PM,190.73,190.8,190.68,190.72,190.0312,61.30239,70.07822
5/3/2019 1:10:00 PM,190.73,190.74,190.69,190.72,190.0824,61.6366,45.59387
5/3/2019 1:15:00 PM,190.73,190.78,190.7,190.75,190.1364,62.6785,60.69967
5/3/2019 1:20:00 PM,190.75,190.97,190.75,190.95,190.1942,68.76836,192.3308
5/3/2019 1:25:00 PM,190.95,191.04,190.92,191.01,190.2542,70.33233,225.2702
5/3/2019 1:30:00 PM,191.01,191.08,190.98,191.08,190.3186,72.08866,187.438
5/3/2019 1:35:00 PM,191.08,191.15,191.07,191.13,190.3798,73.3043,167.9075
5/3/2019 1:40:00 PM,191.13,191.15,191.08,191.12,190.44,72.62242,130.8638
5/3/2019 1:45:00 PM,191.11,191.12,191.06,191.06,190.4714,68.50887,93.83118
5/3/2019 1:50:00 PM,191.06,191.1,191.02,191.06,190.4998,64.57008,73.19623
5/3/2019 1:55:00 PM,191.06,191.25,191.06,191.11,190.532,66.30862,89.84911
5/3/2019 2:00:00 PM,191.11,191.15,191.05,191.12,190.5606,66.66076,68.24227
5/3/2019 2:05:00 PM,191.12,191.13,190.97,190.98,190.5832,57.58186,29.16974
5/3/2019 2:10:00 PM,190.98,191.1,190.98,191.06,190.6062,60.86219,32.43135
5/3/2019 2:15:00 PM,191.06,191.13,191.06,191.09,190.6266,62.0474,53.24961
5/3/2019 2:20:00 PM,191.08,191.08,190.94,190.94,190.646,53.34829,-40.2533
5/3/2019 2:25:00 PM,190.94,190.96,190.88,190.89,190.6664,50.79176,-150.3564
5/3/2019 2:30:00 PM,190.9,191.02,190.87,190.99,190.6886,55.39563,-110.7015
5/3/2019 2:35:00 PM,190.99,191,190.88,190.95,190.71,53.24923,-119.0462
5/3/2019 2:40:00 PM,190.94,190.95,190.88,190.91,190.7264,51.11707,-120.4277
5/3/2019 2:45:00 PM,190.91,190.96,190.88,190.94,190.7404,52.64865,-90.40041
5/3/2019 2:50:00 PM,190.94,191.05,190.94,191.03,190.7574,57.00121,-7.838121
5/3/2019 2:55:00 PM,191.02,191.03,190.89,190.96,190.7718,52.92653,-48.47035
5/3/2019 3:00:00 PM,190.96,190.97,190.86,190.9,190.7812,49.64932,-88.14138
5/3/2019 3:05:00 PM,190.9,190.9,190.76,190.83,190.79,46.06665,-155.2102
5/3/2019 3:10:00 PM,190.83,190.89,190.82,190.87,190.7964,48.35966,-113.0007
5/3/2019 3:15:00 PM,190.87,190.88,190.8,190.86,190.7982,47.81258,-111.671
5/3/2019 3:20:00 PM,190.86,190.87,190.72,190.72,190.7986,40.84265,-170.2509
5/3/2019 3:25:00 PM,190.72,190.83,190.71,190.79,190.8012,45.14779,-138.1159
5/3/2019 3:30:00 PM,190.79,190.91,190.79,190.9,190.8068,51.16311,-28.99638
5/3/2019 3:35:00 PM,190.9,191.01,190.83,191,190.8168,55.89828,59.28081
5/3/2019 3:40:00 PM,191.01,191.05,190.96,191.04,190.8294,57.66604,126.159
5/3/2019 3:45:00 PM,191.04,191.06,190.97,191.06,190.8422,58.56078,123.3258
5/3/2019 3:50:00 PM,191.06,191.12,191.04,191.1,190.8546,60.36506,142.5142
5/3/2019 3:55:00 PM,191.1,191.17,191.1,191.13,190.8656,61.71122,142.7615
5/3/2019 4:00:00 PM,191.14,191.22,191.09,191.12,190.8806,60.96714,129.5148
5/6/2019 9:35:00 AM,187.15,187.94,186.76,187.94,190.8276,11.8956,-466.6735
5/6/2019 9:40:00 AM,187.95,188.38,187.82,188.38,190.7856,21.33082,-204.6806
5/6/2019 9:45:00 AM,188.38,188.44,188.2,188.4,190.7436,21.74085,-134.0369
