Date,Open,High,Low,Close,Moving Average 50,Wilder's RSI 14,Commodity Channel Index (CCI) 14
1/29/2019 2:00:00 PM,161.84,162.03,161.59,161.97,,,
1/29/2019 3:00:00 PM,161.97,161.97,161.26,161.29,,,
1/29/2019 4:00:00 PM,161.29,161.7,161.2,161.51,,,
1/30/2019 10:00:00 AM,163.4,163.91,163.19,163.29,,,
1/30/2019 11:00:00 AM,163.27,163.54,162.89,163.26,,,
1/30/2019 12:00:00 PM,163.28,163.81,163.26,163.81,,,
1/30/2019 1:00:00 PM,163.81,164.51,163.78,164.28,,,
1/30/2019 2:00:00 PM,164.28,164.39,164.03,164.12,,,
1/30/2019 3:00:00 PM,164.12,166.28,163.97,166.24,,,
1/30/2019 4:00:00 PM,166.25,166.25,165.4,165.81,,,
1/31/2019 10:00:00 AM,166.65,167.41,166.47,167.32,,,
1/31/2019 11:00:00 AM,167.33,168.25,167.21,167.91,,,
1/31/2019 12:00:00 PM,167.9,168.96,167.85,168.82,,,
1/31/2019 1:00:00 PM,168.82,168.99,168.15,168.35,,,119.1272
1/31/2019 2:00:00 PM,168.35,168.59,167.9,168.38,,,95.8327
1/31/2019 3:00:00 PM,168.38,168.49,167.96,168.16,,80.43253,81.672
1/31/2019 4:00:00 PM,168.17,168.35,167.51,168.16,,80.43253,64.89848
2/1/2019 10:00:00 AM,167.35,168.25,167.24,167.39,,77.1699,44.02404
2/1/2019 11:00:00 AM,167.39,168.6,167.38,167.8,,77.68887,48.89845
2/1/2019 12:00:00 PM,167.8,168.46,167.6,168.38,,78.43564,53.54453
2/1/2019 1:00:00 PM,168.39,168.39,167.62,167.78,,75.616,35.62238
2/1/2019 2:00:00 PM,167.78,167.9,167.24,167.57,,74.60516,-6.758296
2/1/2019 3:00:00 PM,167.57,167.59,167.02,167.11,,72.3243,-69.83704
2/1/2019 4:00:00 PM,167.1,167.48,166.99,167.45,,72.98178,-100.4761
2/4/2019 10:00:00 AM,167.53,168.22,167.33,168.1,,74.24166,-9.25405
2/4/2019 11:00:00 AM,168.1,168.84,167.78,168.66,,75.30985,91.81629
2/4/2019 12:00:00 PM,168.66,169.16,168.66,169.06,,76.0731,177.3689
2/4/2019 1:00:00 PM,169.07,169.13,168.91,169.04,,75.94666,163.4464
2/4/2019 2:00:00 PM,169.04,169.29,168.94,169.26,,76.41104,149.3169
2/4/2019 3:00:00 PM,169.26,169.38,169.08,169.24,,76.26697,125.503
2/4/2019 4:00:00 PM,169.24,169.53,168.97,169.53,,76.9461,110.5015
2/5/2019 10:00:00 AM,169.76,170.76,169.69,170.53,,79.16063,164.8715
2/5/2019 11:00:00 AM,170.52,171.09,170.3,171,,80.12688,160.9071
2/5/2019 12:00:00 PM,171,171.09,170.46,170.85,,78.87005,133.5158
2/5/2019 1:00:00 PM,170.84,170.91,169.98,170.08,,72.57649,89.03043
2/5/2019 2:00:00 PM,170.08,170.54,169.97,170.52,,73.86011,79.19643
2/5/2019 3:00:00 PM,170.52,170.99,170.51,170.95,,75.08733,95.60857
2/5/2019 4:00:00 PM,170.96,171.23,170.88,171.03,,75.31949,97.52127
2/6/2019 10:00:00 AM,171.08,171.37,170.71,170.88,,73.92843,83.56313
2/6/2019 11:00:00 AM,170.88,171.03,169.75,170.88,,72.48671,41.10084
2/6/2019 12:00:00 PM,170.88,171.02,170.36,170.49,,68.73341,42.40775
2/6/2019 1:00:00 PM,170.49,170.6,170.17,170.46,,68.43986,9.796343
2/6/2019 2:00:00 PM,170.45,170.75,170.38,170.43,,68.12635,14.58203
2/6/2019 3:00:00 PM,170.42,170.46,170.03,170.4,,67.7921,-49.64743
2/6/2019 4:00:00 PM,170.4,170.65,170.33,170.52,,68.45881,-29.96457
2/7/2019 10:00:00 AM,169.03,169.05,168.33,168.82,,52.02894,-354.2101
2/7/2019 11:00:00 AM,168.82,169.45,168.25,168.28,,48.08146,-235.7552
2/7/2019 12:00:00 PM,168.28,168.54,167.21,167.22,,41.43578,-217.009
2/7/2019 1:00:00 PM,167.22,167.78,166.95,167.24,,41.59983,-166.6471
2/7/2019 2:00:00 PM,167.24,168.01,167.21,167.79,167.9484,46.07254,-112.0254
2/7/2019 3:00:00 PM,167.79,168.04,167.28,167.71,168.0632,45.52645,-91.91501
2/7/2019 4:00:00 PM,167.71,168.25,167.46,168.23,168.202,49.70045,-65.49384
2/8/2019 10:00:00 AM,166.76,167.45,166.69,166.82,168.3082,40.61307,-101.9811
2/8/2019 11:00:00 AM,166.81,167.59,166.57,167.15,168.3854,43.22925,-86.57337
2/8/2019 12:00:00 PM,167.15,167.35,166.62,167.3,168.4662,44.42776,-77.80483
2/8/2019 1:00:00 PM,167.29,167.47,166.86,167.35,168.537,44.84575,-63.43974
2/8/2019 2:00:00 PM,167.36,167.86,167.35,167.82,168.6078,48.74787,-28.25593
2/8/2019 3:00:00 PM,167.82,168.31,167.72,168.08,168.687,50.82066,16.21034
2/8/2019 4:00:00 PM,168.08,168.56,167.9,168.56,168.7334,54.48077,91.83888
2/11/2019 10:00:00 AM,169.17,169.58,168.54,168.76,168.7924,55.95177,173.9888
2/11/2019 11:00:00 AM,168.76,169.19,168.54,168.71,168.8202,55.46927,147.0399
2/11/2019 12:00:00 PM,168.71,168.85,168.25,168.54,168.8328,53.7709,90.19879
2/11/2019 1:00:00 PM,168.54,168.89,168.48,168.72,168.8308,55.3304,91.90189
2/11/2019 2:00:00 PM,168.72,168.76,168.11,168.33,168.8304,51.29315,50.05511
2/11/2019 3:00:00 PM,168.33,168.47,167.98,168.18,168.8264,49.78832,24.15352
2/11/2019 4:00:00 PM,168.18,168.56,168.14,168.4,168.8312,52.01191,38.24916
2/12/2019 10:00:00 AM,169.59,170.16,169.33,170.02,168.8684,64.48424,183.4315
2/12/2019 11:00:00 AM,170.03,170.75,170.02,170.71,168.9348,68.26727,210.0105
2/12/2019 12:00:00 PM,170.7,170.88,170.6,170.77,168.9942,68.58065,181.978
2/12/2019 1:00:00 PM,170.77,170.86,170.53,170.66,169.0398,67.26895,136.1202
2/12/2019 2:00:00 PM,170.66,171,170.59,170.97,169.1036,69.06466,116.8446
2/12/2019 3:00:00 PM,170.97,171.09,170.77,170.8,169.1682,66.89718,97.95803
2/12/2019 4:00:00 PM,170.8,171.14,170.76,170.92,169.2444,67.66849,86.38239
2/13/2019 10:00:00 AM,171.64,172.16,171.48,171.77,169.3308,72.54806,119.5009
2/13/2019 11:00:00 AM,171.77,171.97,171.17,171.58,169.4004,70.00471,92.06607
2/13/2019 12:00:00 PM,171.58,171.74,170.96,171.34,169.454,66.81818,71.12984
2/13/2019 1:00:00 PM,171.34,171.44,171.14,171.28,169.4984,66.00928,62.24942
2/13/2019 2:00:00 PM,171.27,171.53,171.23,171.42,169.546,67.01279,67.17094
2/13/2019 3:00:00 PM,171.42,171.73,171.41,171.62,169.5932,68.44596,84.98685
2/13/2019 4:00:00 PM,171.62,171.66,170.82,170.97,169.6278,59.41164,17.74987
2/14/2019 10:00:00 AM,170.42,170.76,169.83,170.72,169.6516,56.33187,-118.6398
2/14/2019 11:00:00 AM,170.72,171.23,170.25,170.74,169.6558,56.52607,-69.6897
2/14/2019 12:00:00 PM,170.74,171.09,170.36,170.99,169.6556,58.98114,-57.19641
2/14/2019 1:00:00 PM,170.99,171.73,170.87,171.59,169.6704,64.20557,48.85608
2/14/2019 2:00:00 PM,171.59,171.68,171.33,171.4,169.6968,61.5328,55.82154
2/14/2019 3:00:00 PM,171.4,171.66,171.23,171.33,169.713,60.53313,37.05187
2/14/2019 4:00:00 PM,171.33,171.83,171.12,171.17,169.7174,58.20516,24.92767
2/15/2019 10:00:00 AM,172.52,172.53,171.43,171.64,169.7296,62.73831,141.25
2/15/2019 11:00:00 AM,171.64,172.3,171.4,171.64,169.7448,66.63546,113.5019
2/15/2019 12:00:00 PM,171.65,171.94,171.14,171.42,169.7556,63.29823,45.01571
2/15/2019 1:00:00 PM,171.42,171.71,171.32,171.44,169.7746,63.47734,38.66196
2/15/2019 2:00:00 PM,171.42,171.53,171.26,171.46,169.7946,63.66829,22.06854
2/15/2019 3:00:00 PM,171.45,171.81,171.44,171.76,169.8212,66.49705,75.55367
2/15/2019 4:00:00 PM,171.75,171.97,171.48,171.96,169.8524,68.27085,95.81062
2/19/2019 10:00:00 AM,171.39,172.23,171.38,172.16,169.8852,69.98225,122.472
2/19/2019 11:00:00 AM,172.16,172.4,172.04,172.17,169.9522,70.06914,164.5106
2/19/2019 12:00:00 PM,172.17,172.71,172.07,172.7,170.0406,74.31475,197.797
2/19/2019 1:00:00 PM,172.7,172.72,172.42,172.45,170.1452,69.31983,163.6677
2/19/2019 2:00:00 PM,172.45,172.46,172.29,172.36,170.2476,67.55944,105.7386
2/19/2019 3:00:00 PM,172.37,172.8,172.35,172.78,170.3474,71.23125,128.7435
2/19/2019 4:00:00 PM,172.78,172.79,172.16,172.27,170.4386,62.04753,71.60901
2/20/2019 10:00:00 AM,172.43,172.87,172.35,172.79,170.5298,66.75405,98.60488
2/20/2019 11:00:00 AM,172.79,173.08,172.55,172.83,170.65,67.09219,105.0188
2/20/2019 12:00:00 PM,172.84,172.92,172.66,172.72,170.7614,65.13075,87.48945
2/20/2019 1:00:00 PM,172.72,172.77,171.46,171.66,170.8486,49.97033,-53.82106
2/20/2019 2:00:00 PM,171.66,172.45,171.63,172.34,170.9484,56.90102,-37.29603
2/20/2019 3:00:00 PM,172.34,172.71,171.32,172.15,171.035,54.62397,-67.2002
2/20/2019 4:00:00 PM,172.15,172.37,171.95,172.27,171.1188,55.8264,-46.70583
2/21/2019 10:00:00 AM,171.78,172.18,170.89,171.14,171.1704,44.00261,-213.4402
2/21/2019 11:00:00 AM,171.14,171.31,170.71,171.15,171.2182,44.11535,-207.3809
2/21/2019 12:00:00 PM,171.14,171.98,170.99,171.86,171.2812,51.57417,-93.1733
2/21/2019 1:00:00 PM,171.87,172.26,171.82,172.21,171.3546,54.77839,-10.22256
2/21/2019 2:00:00 PM,172.22,172.25,171.85,171.97,171.4196,52.22647,-18.78411
2/21/2019 3:00:00 PM,171.97,172.03,170.93,171.07,171.4744,43.95685,-114.4942
2/21/2019 4:00:00 PM,171.06,171.61,170.9,171.6,171.5428,49.07107,-91.2195
2/22/2019 10:00:00 AM,171.98,172.45,171.9,172.44,171.6236,55.93453,52.56829
2/22/2019 11:00:00 AM,172.43,172.73,172.11,172.64,171.676,57.40635,97.24583
2/22/2019 12:00:00 PM,172.65,173.01,172.53,172.86,171.719,59.02753,147.6329
2/22/2019 1:00:00 PM,172.85,173,172.63,172.72,171.758,57.527,122.2625
2/22/2019 2:00:00 PM,172.72,172.75,172.5,172.69,171.7986,57.19151,90.81767
2/22/2019 3:00:00 PM,172.69,172.85,171.98,172.16,171.8224,51.47932,41.55169
2/22/2019 4:00:00 PM,172.16,172.9,172.06,172.89,171.8642,57.74011,73.1683
2/25/2019 10:00:00 AM,174.23,174.64,174.13,174.17,171.9292,66.01962,232.2786
2/25/2019 11:00:00 AM,174.17,174.62,174.03,174.54,171.9846,67.97291,195.2014
2/25/2019 12:00:00 PM,174.54,174.66,174.25,174.32,172.0394,65.5599,153.7223
2/25/2019 1:00:00 PM,174.31,174.34,173.43,173.65,172.0856,58.72236,81.33266
2/25/2019 2:00:00 PM,173.65,173.85,173.58,173.8,172.136,59.73489,62.50686
2/25/2019 3:00:00 PM,173.8,174.06,173.75,173.91,172.1858,60.50005,62.45749
2/25/2019 4:00:00 PM,173.92,174.05,173.4,173.51,172.2236,56.30956,32.26551
2/26/2019 10:00:00 AM,173.1,173.5,172.81,173.39,172.272,55.07713,-13.34269
2/26/2019 11:00:00 AM,173.38,173.91,173.15,173.17,172.321,52.79563,-2.457139
2/26/2019 12:00:00 PM,173.15,173.98,173.09,173.59,172.378,56.50025,8.071788
2/26/2019 1:00:00 PM,173.59,173.7,173.25,173.33,172.4248,53.69116,-13.92029
2/26/2019 2:00:00 PM,173.33,173.69,173.32,173.56,172.4642,55.78538,-10.82854
2/26/2019 3:00:00 PM,173.6,174.01,173.55,173.95,172.5152,59.15819,25.12747
2/26/2019 4:00:00 PM,173.95,174.25,173.65,173.7,172.5626,56.19872,17.58557
2/27/2019 10:00:00 AM,172.93,173.49,172.71,172.8,172.5952,47.06971,-156.2665
2/27/2019 11:00:00 AM,172.8,172.92,171.76,172.27,172.6078,42.67352,-241.2081
