Date,Open,High,Low,Close,Moving Average 21,Moving Average 43,Moving Average 178,Wilder's RSI 14,Commodity Channel Index (CCI) 14
12/2/2019 12:22:00 PM,202.76,202.8,202.65,202.65,,,,,
12/2/2019 12:24:00 PM,202.65,202.71,202.63,202.64,,,,,
12/2/2019 12:26:00 PM,202.65,202.73,202.63,202.72,,,,,
12/2/2019 12:28:00 PM,202.72,202.82,202.62,202.64,,,,,
12/2/2019 12:30:00 PM,202.64,202.64,202.13,202.44,,,,,
12/2/2019 12:32:00 PM,202.44,202.47,202.31,202.33,,,,,
12/2/2019 12:34:00 PM,202.31,202.41,202.28,202.35,,,,,
12/2/2019 12:36:00 PM,202.35,202.4,202.3,202.38,,,,,
12/2/2019 12:38:00 PM,202.38,202.39,202.31,202.32,,,,,
12/2/2019 12:40:00 PM,202.33,202.34,202.27,202.32,,,,,
12/2/2019 12:42:00 PM,202.32,202.37,202.28,202.29,,,,,
12/2/2019 12:44:00 PM,202.29,202.44,202.27,202.42,,,,,
12/2/2019 12:46:00 PM,202.44,202.52,202.43,202.48,,,,,
12/2/2019 12:48:00 PM,202.48,202.48,202.39,202.39,,,,,-21.25298
12/2/2019 12:50:00 PM,202.39,202.4,202.31,202.33,,,,,-53.86993
12/2/2019 12:52:00 PM,202.34,202.38,202.31,202.37,,,,36.00006,-45.66957
12/2/2019 12:54:00 PM,202.37,202.48,202.35,202.47,,,,42.22262,39.03627
12/2/2019 12:56:00 PM,202.48,202.49,202.39,202.47,,,,47.69889,114.7455
12/2/2019 12:58:00 PM,202.47,202.52,202.44,202.49,,,,48.7454,135.2077
12/2/2019 1:00:00 PM,202.49,202.54,202.37,202.37,,,,43.16526,49.68495
12/2/2019 1:02:00 PM,202.37,202.46,202.35,202.43,202.4429,,,46.46478,26.8489
12/2/2019 1:04:00 PM,202.43,202.61,202.43,202.58,202.4395,,,53.70194,158.0777
12/2/2019 1:06:00 PM,202.58,202.61,202.54,202.58,202.4367,,,59.58562,168.2253
