Date,Open,High,Low,Close,Moving Average 21,Moving Average 43
9/18/2019 15:49,192.34,192.44,192.34,192.43,192.1805,191.7609
9/18/2019 15:50,192.44,192.54,192.43,192.53,192.2219,191.8
9/18/2019 15:51,192.53,192.57,192.39,192.44,192.2586,191.8335
9/18/2019 15:52,192.43,192.46,192.37,192.4,192.291,191.8626
9/18/2019 15:53,192.4,192.42,192.34,192.36,192.3195,191.8916
9/18/2019 15:54,192.36,192.4,192.34,192.36,192.3391,191.9181
9/18/2019 15:55,192.36,192.38,192.32,192.37,192.3524,191.943
9/18/2019 15:56,192.38,192.44,192.32,192.36,192.3571,191.9672
9/18/2019 15:57,192.36,192.48,192.33,192.46,192.3629,191.9944
9/18/2019 15:58,192.46,192.54,192.43,192.5,192.3781,192.0223
9/18/2019 15:59,192.5,192.54,192.48,192.51,192.3938,192.0516
9/18/2019 16:00,192.51,192.6,192.45,192.52,192.4062,192.0786
9/19/2019 9:31,192.88,193.02,192.86,192.94,192.4386,192.114
9/19/2019 9:32,192.94,193.07,192.94,193.06,192.4738,192.1523
9/19/2019 9:33,193.05,193.4,193.05,193.33,192.5171,192.1947
9/19/2019 9:34,193.32,193.46,193.32,193.35,192.5662,192.2354
9/19/2019 9:35,193.35,193.41,193.24,193.35,192.6133,192.2781
9/19/2019 9:36,193.36,193.4,193.29,193.35,192.6543,192.3221
9/19/2019 9:37,193.35,193.6,193.35,193.58,192.7105,192.3721
9/19/2019 9:38,193.59,193.77,193.55,193.75,192.7757,192.4235
9/19/2019 9:39,193.75,193.8,193.56,193.65,192.8381,192.4719
9/19/2019 9:40,193.65,193.7,193.57,193.62,192.8948,192.5179
9/19/2019 9:41,193.63,193.65,193.52,193.57,192.9443,192.5616
9/19/2019 9:42,193.57,193.64,193.55,193.56,192.9976,192.6058
9/19/2019 9:43,193.56,193.57,193.46,193.5,193.05,192.6484
9/19/2019 9:44,193.5,193.57,193.46,193.57,193.1076,192.6914
9/19/2019 9:45,193.57,193.67,193.55,193.64,193.1686,192.7351
9/19/2019 9:46,193.64,193.7,193.57,193.57,193.2257,192.7728
9/19/2019 9:47,193.57,193.6,193.53,193.56,193.2829,192.807
9/19/2019 9:48,193.57,193.58,193.44,193.45,193.33,192.8347
9/19/2019 9:49,193.44,193.52,193.38,193.51,193.3781,192.8619
9/19/2019 9:50,193.51,193.54,193.46,193.51,193.4257,192.8928
9/19/2019 9:51,193.51,193.57,193.44,193.49,193.4719,192.9233
9/19/2019 9:52,193.5,193.5,193.44,193.48,193.4976,192.9516
9/19/2019 9:53,193.48,193.54,193.48,193.52,193.5195,192.9809
9/19/2019 9:54,193.5,193.53,193.45,193.52,193.5286,193.0088
9/19/2019 9:55,193.53,193.55,193.48,193.53,193.5371,193.0347
9/19/2019 9:56,193.53,193.59,193.52,193.57,193.5476,193.0637
9/19/2019 9:57,193.57,193.68,193.57,193.66,193.5624,193.0939
9/19/2019 9:58,193.66,193.67,193.61,193.67,193.5667,193.1214
9/19/2019 9:59,193.65,193.68,193.61,193.67,193.5629,193.1509
9/19/2019 10:00,193.68,193.73,193.57,193.57,193.5591,193.1786
9/19/2019 10:01,193.57,193.73,193.57,193.7,193.5629,193.2102
9/19/2019 10:02,193.7,193.76,193.68,193.68,193.5681,193.2393
9/19/2019 10:03,193.71,193.85,193.71,193.83,193.5809,193.2695
9/19/2019 10:04,193.84,193.86,193.7,193.7,193.5905,193.2988
9/19/2019 10:05,193.7,193.77,193.7,193.74,193.5986,193.33
9/19/2019 10:06,193.74,193.86,193.74,193.84,193.6081,193.3644
9/19/2019 10:07,193.84,193.91,193.84,193.89,193.6233,193.4
9/19/2019 10:08,193.89,193.92,193.82,193.83,193.6362,193.434
9/19/2019 10:09,193.83,193.84,193.77,193.77,193.6514,193.4668
9/19/2019 10:10,193.77,193.8,193.73,193.76,193.6633,193.497
9/19/2019 10:11,193.76,193.79,193.71,193.72,193.6733,193.5253
9/19/2019 10:12,193.72,193.76,193.66,193.67,193.6819,193.5523
9/19/2019 10:13,193.67,193.7,193.63,193.64,193.6895,193.5784
9/19/2019 10:14,193.65,193.68,193.64,193.66,193.6962,193.5951
9/19/2019 10:15,193.67,193.77,193.67,193.77,193.7081,193.6116
9/19/2019 10:16,193.77,193.83,193.76,193.81,193.7214,193.6228
9/19/2019 10:17,193.8,193.9,193.76,193.85,193.7348,193.6344
9/19/2019 10:18,193.85,193.91,193.8,193.82,193.7424,193.6454
9/19/2019 10:19,193.83,193.94,193.79,193.84,193.7505,193.6567
9/19/2019 10:20,193.84,193.86,193.76,193.77,193.7552,193.6612
9/19/2019 10:21,193.76,193.82,193.76,193.77,193.7648,193.6616
9/19/2019 10:22,193.76,193.79,193.73,193.75,193.7672,193.664
9/19/2019 10:23,193.75,193.78,193.74,193.76,193.771,193.6672
9/19/2019 10:24,193.76,193.79,193.76,193.78,193.7686,193.6721
9/19/2019 10:25,193.78,193.82,193.75,193.78,193.7724,193.6772
9/19/2019 10:26,193.79,193.81,193.75,193.78,193.7743,193.6837
9/19/2019 10:27,193.78,193.82,193.69,193.72,193.7686,193.6872
9/19/2019 10:28,193.72,193.79,193.71,193.79,193.7638,193.6907
9/19/2019 10:29,193.79,193.81,193.77,193.78,193.7614,193.6956
9/19/2019 10:30,193.8,193.85,193.78,193.78,193.7619,193.7007
9/19/2019 10:31,193.8,193.86,193.8,193.84,193.7657,193.7098
9/19/2019 10:32,193.85,193.87,193.83,193.86,193.7724,193.7179
9/19/2019 10:33,193.87,193.94,193.87,193.91,193.7838,193.7272
9/19/2019 10:34,193.92,193.92,193.87,193.88,193.7952,193.7363
9/19/2019 10:35,193.88,193.98,193.88,193.95,193.8091,193.7472
9/19/2019 10:36,193.96,193.96,193.91,193.91,193.8157,193.7563
9/19/2019 10:37,193.91,193.97,193.91,193.96,193.8229,193.7665
9/19/2019 10:38,193.96,193.98,193.89,193.91,193.8257,193.7753
9/19/2019 10:39,193.92,193.95,193.87,193.88,193.8286,193.7826
9/19/2019 10:40,193.87,193.91,193.87,193.89,193.8309,193.7879
9/19/2019 10:41,193.9,193.97,193.9,193.93,193.8386,193.794
9/19/2019 10:42,193.94,193.95,193.91,193.93,193.8462,193.8
9/19/2019 10:43,193.93,193.93,193.88,193.9,193.8533,193.8077
9/19/2019 10:44,193.91,193.91,193.87,193.88,193.8591,193.8119
9/19/2019 10:45,193.88,193.92,193.85,193.88,193.8638,193.8165
9/19/2019 10:46,193.88,193.88,193.82,193.83,193.8662,193.8165
9/19/2019 10:47,193.84,193.86,193.81,193.86,193.87,193.8202
9/19/2019 10:48,193.87,193.94,193.87,193.94,193.8805,193.8249
9/19/2019 10:49,193.94,193.95,193.93,193.94,193.8876,193.8272
9/19/2019 10:50,193.94,193.94,193.88,193.9,193.8933,193.8274
9/19/2019 10:51,193.9,193.94,193.89,193.94,193.901,193.83
9/19/2019 10:52,193.94,194,193.93,193.98,193.9076,193.8349
9/19/2019 10:53,193.99,194,193.95,193.95,193.9119,193.8393
9/19/2019 10:54,193.95,194,193.94,193.99,193.9157,193.8456
9/19/2019 10:55,193.99,194.04,193.99,194.03,193.9229,193.854
9/19/2019 10:56,194.03,194.03,193.98,193.98,193.9243,193.8619
9/19/2019 10:57,193.98,193.99,193.94,193.95,193.9262,193.8686
9/19/2019 10:58,193.95,193.96,193.88,193.88,193.9224,193.8712
9/19/2019 10:59,193.89,193.89,193.78,193.8,193.9171,193.8709
9/19/2019 11:00,193.8,193.82,193.75,193.75,193.9109,193.8686
9/19/2019 11:01,193.75,193.79,193.72,193.75,193.9043,193.867
9/19/2019 11:02,193.76,193.77,193.73,193.74,193.8952,193.8647
9/19/2019 11:03,193.73,193.74,193.72,193.72,193.8852,193.8635
9/19/2019 11:04,193.72,193.72,193.64,193.66,193.8738,193.8609
9/19/2019 11:05,193.65,193.7,193.65,193.7,193.8652,193.8598
9/19/2019 11:06,193.7,193.75,193.69,193.7,193.8567,193.8584
9/19/2019 11:07,193.7,193.76,193.7,193.74,193.8524,193.8574
9/19/2019 11:08,193.74,193.79,193.74,193.77,193.8481,193.8572
9/19/2019 11:09,193.77,193.77,193.72,193.75,193.8391,193.8565
9/19/2019 11:10,193.75,193.8,193.75,193.78,193.8314,193.8579
9/19/2019 11:11,193.78,193.79,193.7,193.72,193.8229,193.8563
9/19/2019 11:12,193.72,193.74,193.69,193.72,193.8124,193.8549
9/19/2019 11:13,193.72,193.78,193.71,193.74,193.8009,193.854
9/19/2019 11:14,193.74,193.74,193.69,193.7,193.789,193.8507
9/19/2019 11:15,193.7,193.73,193.69,193.72,193.7762,193.8474
9/19/2019 11:16,193.72,193.72,193.63,193.65,193.7581,193.8414
9/19/2019 11:17,193.66,193.67,193.6,193.64,193.7419,193.8358
9/19/2019 11:18,193.64,193.71,193.62,193.71,193.7305,193.8302
9/19/2019 11:19,193.71,193.75,193.7,193.73,193.7233,193.826
9/19/2019 11:20,193.73,193.77,193.73,193.77,193.7219,193.8216
9/19/2019 11:21,193.77,193.79,193.71,193.73,193.7209,193.8174
9/19/2019 11:22,193.73,193.74,193.7,193.7,193.7186,193.8133
9/19/2019 11:23,193.7,193.7,193.66,193.68,193.7157,193.8084
9/19/2019 11:24,193.67,193.72,193.66,193.66,193.7129,193.8021
9/19/2019 11:25,193.67,193.72,193.67,193.69,193.7143,193.7965
9/19/2019 11:26,193.7,193.7,193.64,193.66,193.7124,193.7909
9/19/2019 11:27,193.65,193.7,193.58,193.69,193.7119,193.7865
9/19/2019 11:28,193.68,193.69,193.67,193.68,193.709,193.7819
9/19/2019 11:29,193.69,193.73,193.69,193.71,193.7062,193.7791
9/19/2019 11:30,193.71,193.71,193.68,193.69,193.7033,193.7751
9/19/2019 11:31,193.7,193.73,193.67,193.71,193.7,193.7698
9/19/2019 11:32,193.71,193.78,193.71,193.77,193.7024,193.7658
9/19/2019 11:33,193.76,193.76,193.73,193.74,193.7033,193.7621
9/19/2019 11:34,193.74,193.76,193.73,193.75,193.7038,193.7577
9/19/2019 11:35,193.75,193.81,193.75,193.78,193.7076,193.753
9/19/2019 11:36,193.78,193.81,193.77,193.79,193.711,193.7493
9/19/2019 11:37,193.79,193.85,193.77,193.84,193.72,193.7458
9/19/2019 11:38,193.84,193.89,193.84,193.88,193.7314,193.7423
9/19/2019 11:39,193.88,193.9,193.85,193.88,193.7395,193.74
9/19/2019 11:40,193.88,193.89,193.84,193.86,193.7457,193.7379
9/19/2019 11:41,193.86,193.86,193.81,193.82,193.7481,193.7365
9/19/2019 11:42,193.82,193.82,193.78,193.79,193.7509,193.7363
9/19/2019 11:43,193.79,193.79,193.71,193.72,193.7519,193.7356
9/19/2019 11:44,193.72,193.72,193.56,193.6,193.7481,193.7321
9/19/2019 11:45,193.58,193.6,193.53,193.54,193.7424,193.7274
9/19/2019 11:46,193.54,193.54,193.48,193.53,193.7348,193.723
9/19/2019 11:47,193.53,193.56,193.53,193.55,193.7295,193.7205
9/19/2019 11:48,193.55,193.59,193.55,193.57,193.7238,193.7174
9/19/2019 11:49,193.57,193.57,193.54,193.55,193.7176,193.714
9/19/2019 11:50,193.55,193.55,193.51,193.52,193.7086,193.7088
9/19/2019 11:51,193.51,193.51,193.42,193.45,193.6971,193.7014
9/19/2019 11:52,193.44,193.44,193.4,193.41,193.6829,193.6935
9/19/2019 11:53,193.41,193.47,193.41,193.47,193.6686,193.6863
9/19/2019 11:54,193.47,193.49,193.43,193.45,193.6548,193.68
9/19/2019 11:55,193.45,193.47,193.44,193.44,193.64,193.6735
9/19/2019 11:56,193.44,193.45,193.42,193.42,193.6229,193.666
9/19/2019 11:57,193.42,193.49,193.41,193.47,193.6076,193.6607
9/19/2019 11:58,193.47,193.54,193.47,193.54,193.5933,193.6565
9/19/2019 11:59,193.54,193.55,193.5,193.51,193.5757,193.6533
9/19/2019 12:00,193.5,193.52,193.46,193.48,193.5567,193.6495
9/19/2019 12:01,193.49,193.54,193.49,193.54,193.5414,193.6456
9/19/2019 12:02,193.54,193.6,193.54,193.57,193.5295,193.6419
9/19/2019 12:03,193.57,193.6,193.56,193.57,193.519,193.6372
9/19/2019 12:04,193.56,193.6,193.55,193.58,193.5124,193.6337
9/19/2019 12:05,193.57,193.59,193.56,193.59,193.5119,193.6312
9/19/2019 12:06,193.6,193.63,193.6,193.61,193.5152,193.6295
9/19/2019 12:07,193.61,193.61,193.58,193.58,193.5176,193.6277
9/19/2019 12:08,193.58,193.6,193.57,193.57,193.5186,193.6249
9/19/2019 12:09,193.58,193.58,193.52,193.56,193.5181,193.6226
9/19/2019 12:10,193.56,193.59,193.55,193.57,193.519,193.6198
9/19/2019 12:11,193.56,193.56,193.52,193.53,193.5195,193.6163
9/19/2019 12:12,193.53,193.56,193.53,193.56,193.5248,193.6128
9/19/2019 12:13,193.56,193.6,193.56,193.56,193.5319,193.6098
9/19/2019 12:14,193.56,193.57,193.56,193.56,193.5362,193.6063
9/19/2019 12:15,193.56,193.58,193.53,193.53,193.54,193.6007
9/19/2019 12:16,193.53,193.53,193.48,193.48,193.5419,193.5947
9/19/2019 12:17,193.47,193.51,193.47,193.47,193.5443,193.5881
9/19/2019 12:18,193.45,193.46,193.38,193.4,193.541,193.5793
9/19/2019 12:19,193.4,193.4,193.37,193.38,193.5333,193.5698
9/19/2019 12:20,193.38,193.39,193.35,193.36,193.5262,193.5586
9/19/2019 12:21,193.35,193.36,193.29,193.31,193.5181,193.5453
9/19/2019 12:22,193.31,193.32,193.28,193.3,193.5067,193.5319
9/19/2019 12:23,193.29,193.3,193.26,193.29,193.4933,193.5186
9/19/2019 12:24,193.29,193.33,193.29,193.33,193.4819,193.5072
9/19/2019 12:25,193.33,193.33,193.29,193.3,193.4686,193.4958
9/19/2019 12:26,193.29,193.36,193.29,193.31,193.4552,193.4863
9/19/2019 12:27,193.3,193.32,193.24,193.25,193.4381,193.4781
9/19/2019 12:28,193.26,193.26,193.05,193.08,193.4143,193.4674
9/19/2019 12:29,193.08,193.09,192.91,192.94,193.3843,193.4537
9/19/2019 12:30,192.94,192.94,192.81,192.89,193.3524,193.4384
9/19/2019 12:31,192.88,192.96,192.78,192.95,193.3229,193.424
9/19/2019 12:32,192.95,192.98,192.93,192.97,193.2962,193.4105
9/19/2019 12:33,192.96,193.02,192.96,192.98,193.2686,193.3979
9/19/2019 12:34,192.98,193.02,192.96,193.01,193.2424,193.3877
9/19/2019 12:35,193.01,193.01,192.97,192.98,193.2148,193.3777
9/19/2019 12:36,192.98,192.99,192.92,192.96,193.1876,193.3658
9/19/2019 12:37,192.96,192.97,192.92,192.95,193.1624,193.3542
9/19/2019 12:38,192.95,193.03,192.94,193.03,193.1414,193.3447
9/19/2019 12:39,193.03,193.11,193.03,193.1,193.1271,193.3372
9/19/2019 12:40,193.09,193.12,193.07,193.1,193.1138,193.3286
9/19/2019 12:41,193.1,193.12,193.08,193.09,193.101,193.3181
9/19/2019 12:42,193.08,193.12,193.08,193.12,193.0919,193.3091
9/19/2019 12:43,193.12,193.12,193.1,193.1,193.0824,193.3002
9/19/2019 12:44,193.1,193.14,193.1,193.13,193.0748,193.2907
9/19/2019 12:45,193.13,193.14,193.11,193.12,193.0648,193.2802
9/19/2019 12:46,193.11,193.12,193.09,193.12,193.0562,193.2698
9/19/2019 12:47,193.12,193.16,193.12,193.13,193.0476,193.2593
9/19/2019 12:48,193.13,193.19,193.12,193.17,193.0438,193.2495
9/19/2019 12:49,193.17,193.2,193.16,193.18,193.0486,193.2395
9/19/2019 12:50,193.18,193.19,193.15,193.16,193.0591,193.2298
9/19/2019 12:51,193.16,193.16,193.13,193.13,193.0705,193.2195
9/19/2019 12:52,193.13,193.14,193.09,193.09,193.0771,193.2086
9/19/2019 12:53,193.09,193.13,193.05,193.05,193.0809,193.1965
9/19/2019 12:54,193.05,193.05,193.01,193.02,193.0829,193.1846
9/19/2019 12:55,193.02,193.12,193.01,193.1,193.0871,193.174
9/19/2019 12:56,193.09,193.11,193.07,193.11,193.0933,193.1635
9/19/2019 12:57,193.11,193.17,193.1,193.15,193.1024,193.1539
9/19/2019 12:58,193.15,193.15,193.12,193.14,193.1114,193.1449
9/19/2019 12:59,193.13,193.14,193.11,193.12,193.1157,193.1365
9/19/2019 13:00,193.12,193.12,193.06,193.06,193.1138,193.127
9/19/2019 13:01,193.06,193.13,193.06,193.11,193.1143,193.1202
9/19/2019 13:02,193.11,193.11,193.03,193.04,193.1119,193.1123
9/19/2019 13:03,193.05,193.09,193.05,193.07,193.1095,193.1056
9/19/2019 13:04,193.07,193.07,193.03,193.07,193.1081,193.1
9/19/2019 13:05,193.07,193.11,193.04,193.11,193.1071,193.0956
9/19/2019 13:06,193.11,193.17,193.09,193.14,193.1081,193.0921
9/19/2019 13:07,193.13,193.13,193.02,193.03,193.1038,193.0851
9/19/2019 13:08,193.02,193.04,192.95,192.97,193.0962,193.0774
9/19/2019 13:09,192.97,193,192.95,192.95,193.0857,193.0691
9/19/2019 13:10,192.95,192.97,192.86,192.86,193.0705,193.06
9/19/2019 13:11,192.87,192.87,192.81,192.81,193.0538,193.0537
9/19/2019 13:12,192.81,192.91,192.81,192.89,193.0424,193.0526
9/19/2019 13:13,192.88,192.88,192.79,192.79,193.0281,193.0502
9/19/2019 13:14,192.79,192.83,192.77,192.77,193.0148,193.0461
9/19/2019 13:15,192.79,192.85,192.74,192.85,193.0067,193.0433
9/19/2019 13:16,192.85,192.95,192.84,192.92,192.9981,193.0419
9/19/2019 13:17,192.92,192.93,192.9,192.91,192.9886,193.0395
9/19/2019 13:18,192.91,192.97,192.9,192.94,192.9786,193.0386
9/19/2019 13:19,192.94,193,192.94,192.98,192.9709,193.0391
9/19/2019 13:20,192.99,193.04,192.98,193.03,192.9667,193.0409
9/19/2019 13:21,193.03,193.03,192.95,192.96,192.9619,193.0393
9/19/2019 13:22,192.96,192.97,192.92,192.97,192.9552,193.0363
9/19/2019 13:23,192.99,193,192.97,193,192.9533,193.034
9/19/2019 13:24,193,193.02,192.98,193,192.95,193.0319
9/19/2019 13:25,193,193.01,192.98,193,192.9467,193.0291
9/19/2019 13:26,193.01,193.01,192.96,192.96,192.9395,193.0258
9/19/2019 13:27,192.96,192.98,192.93,192.98,192.9319,193.0223
9/19/2019 13:28,192.98,193.02,192.98,193.01,192.931,193.0198
9/19/2019 13:29,193.01,193.02,192.98,193.02,192.9333,193.0174
9/19/2019 13:30,193.02,193.04,192.97,192.97,192.9343,193.0137
9/19/2019 13:31,192.98,193.01,192.52,192.52,192.9181,192.9986
9/19/2019 13:32,192.52,192.72,192.52,192.68,192.9119,192.987
9/19/2019 13:33,192.68,192.73,192.65,192.73,192.9043,192.977
9/19/2019 13:34,192.73,192.81,192.67,192.78,192.9038,192.9688
9/19/2019 13:35,192.78,192.86,192.76,192.86,192.9081,192.9635
9/19/2019 13:36,192.84,192.84,192.78,192.81,192.9062,192.9579
9/19/2019 13:37,192.81,192.9,192.76,192.86,192.9033,192.9542
9/19/2019 13:38,192.86,192.9,192.81,192.87,192.9014,192.9488
9/19/2019 13:39,192.86,192.87,192.76,192.78,192.8938,192.9412
9/19/2019 13:40,192.75,192.8,192.68,192.75,192.8829,192.9319
9/19/2019 13:41,192.75,192.8,192.64,192.65,192.8648,192.9205
9/19/2019 13:42,192.66,192.68,192.62,192.64,192.8495,192.9093
9/19/2019 13:43,192.64,192.69,192.52,192.52,192.8281,192.8967
9/19/2019 13:44,192.51,192.69,192.47,192.67,192.8124,192.8865
9/19/2019 13:45,192.68,192.71,192.66,192.69,192.7976,192.8784
9/19/2019 13:46,192.69,192.79,192.68,192.78,192.7871,192.8716
9/19/2019 13:47,192.78,192.8,192.76,192.77,192.7781,192.8647
9/19/2019 13:48,192.77,192.78,192.75,192.76,192.7676,192.8565
9/19/2019 13:49,192.77,192.77,192.74,192.76,192.7557,192.8477
9/19/2019 13:50,192.76,192.87,192.76,192.84,192.7471,192.8433
9/19/2019 13:51,192.84,192.86,192.79,192.85,192.7414,192.8405
9/19/2019 13:52,192.86,192.93,192.85,192.92,192.7605,192.8398
9/19/2019 13:53,192.91,192.93,192.89,192.9,192.771,192.8407
9/19/2019 13:54,192.9,192.94,192.88,192.93,192.7805,192.8435
9/19/2019 13:55,192.93,192.99,192.93,192.96,192.789,192.8451
9/19/2019 13:56,192.96,192.97,192.92,192.94,192.7929,192.8486
9/19/2019 13:57,192.94,192.94,192.91,192.93,192.7986,192.8523
9/19/2019 13:58,192.93,192.98,192.93,192.97,192.8038,192.8551
9/19/2019 13:59,192.97,193.04,192.96,193.01,192.8105,192.8572
9/19/2019 14:00,193,193.04,192.99,193.02,192.8219,192.8598
9/19/2019 14:01,193.01,193.04,193.01,193.03,192.8352,192.8619
9/19/2019 14:02,193.03,193.1,193.03,193.09,192.8562,192.8644
9/19/2019 14:03,193.09,193.09,193.02,193.05,192.8757,192.8649
9/19/2019 14:04,193.06,193.08,193.04,193.06,192.9014,192.8672
9/19/2019 14:05,193.07,193.08,192.98,193.05,192.9195,192.8691
9/19/2019 14:06,193.05,193.05,193.01,193.02,192.9352,192.8695
