Timestamp,Open,High,Low,Close,Rsi,Cci,
1/18/2017 0:00,122.97,123.16,122.66,123.04,,,
1/19/2017 0:00,123.22,123.65,122.72,122.98,,,
1/20/2017 0:00,123.51,123.83,122.92,123.25,,,
1/23/2017 0:00,123.17,123.53,122.57,123.35,,,
1/24/2017 0:00,123.59,124.37,123.38,124.18,,,
1/25/2017 0:00,124.94,125.46,124.85,125.43,,,
1/26/2017 0:00,125.6,125.82,125.34,125.56,,,
1/27/2017 0:00,125.83,125.92,125.39,125.8,,,
1/30/2017 0:00,125.38,125.38,124.13,124.82,,,
1/31/2017 0:00,124.38,124.6,123.85,124.57,,,
2/1/2017 0:00,125.45,125.68,124.86,125.43,,,
2/2/2017 0:00,125.21,125.7,124.86,125.32,,,
2/3/2017 0:00,125.45,125.81,125.33,125.68,,,
2/6/2017 0:00,125.47,125.85,125.35,125.83,,77.92944,
2/7/2017 0:00,126.09,126.55,125.97,126.29,,109.8783,
2/8/2017 0:00,126.12,126.68,125.88,126.5,77.63577,108.1796,
2/9/2017 0:00,126.63,127.24,126.56,126.96,79.27577,150.5026,
2/10/2017 0:00,127.24,127.56,127.02,127.38,80.66959,172.3891,
2/13/2017 0:00,127.77,128.26,127.72,128.1,82.80468,183.1162,
2/14/2017 0:00,128.15,128.54,127.74,128.53,83.94516,154.6373,
2/15/2017 0:00,128.44,129.35,128.37,129.29,85.7448,158.8078,
2/16/2017 0:00,129.36,129.63,128.92,129.25,85.20354,135.2927,
2/17/2017 0:00,129.09,129.82,129.04,129.81,86.48956,124.6978,
2/21/2017 0:00,130.06,130.53,129.99,130.45,87.79511,134.8396,
2/22/2017 0:00,130.33,130.59,130.11,130.5,87.89355,116.2045,
2/23/2017 0:00,130.7,130.7,129.49,130.01,80.99936,89.71149,
2/24/2017 0:00,129.42,130.26,129.38,130.26,81.7844,74.65634,
2/27/2017 0:00,130.02,130.43,129.8,130.42,82.28877,77.11891,
2/28/2017 0:00,130.39,130.45,129.66,130.02,76.58017,61.85804,
3/1/2017 0:00,130.85,131.68,130.6,131.44,81.48953,124.2567,
3/2/2017 0:00,131.41,131.43,130.62,130.78,73.7511,98.83068,
3/3/2017 0:00,130.69,131.06,130.34,131.02,74.69226,84.23828,
3/6/2017 0:00,130.56,130.95,130.21,130.73,71.36261,64.06384,
3/7/2017 0:00,130.47,131.08,130.28,130.51,68.85502,54.91774,
3/8/2017 0:00,130.59,131.15,130.46,130.74,70.04032,67.92849,
3/9/2017 0:00,130.71,131.02,130.14,130.84,70.56478,39.93161,
3/10/2017 0:00,131.44,131.6,130.82,131.39,73.33031,135.9207,
3/13/2017 0:00,131.34,131.64,131.27,131.61,74.3677,150.916,
3/14/2017 0:00,131.31,131.36,130.76,131.29,70.09658,73.24317,
3/15/2017 0:00,131.56,132.41,131.14,132.1,74.14446,165.0586,
3/16/2017 0:00,132.35,132.35,131.71,132.01,72.96252,153.655,
3/17/2017 0:00,131.9,132.04,131.62,131.69,68.76573,101.1192,
3/20/2017 0:00,131.65,132.11,131.46,131.81,69.47479,90.43031,
3/21/2017 0:00,132.31,132.43,129.73,129.81,49.36121,-76.52289,
3/22/2017 0:00,129.89,130.82,129.68,130.69,55.46999,-101.4296,
