Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 14
12/12/2019 1:25:00 PM,139.15,139.19,138.6,138.92,,
12/12/2019 1:30:00 PM,138.92,139.18,138.73,138.86,,
12/12/2019 1:35:00 PM,138.87,138.96,138.57,138.8,,
12/12/2019 1:40:00 PM,138.8,139.28,138.8,139.24,,
12/12/2019 1:45:00 PM,139.24,139.28,139.09,139.26,,
12/12/2019 1:50:00 PM,139.23,139.45,138.9,139.42,,
12/12/2019 1:55:00 PM,139.42,139.79,139.33,139.64,,
12/12/2019 2:00:00 PM,139.64,139.78,139.37,139.51,,
12/12/2019 2:05:00 PM,139.55,139.66,139.45,139.56,,
12/12/2019 2:10:00 PM,139.56,139.75,139.45,139.62,,
12/12/2019 2:15:00 PM,139.62,139.92,139.17,139.24,,
12/12/2019 2:20:00 PM,139.41,139.84,139.15,139.72,,
12/12/2019 2:25:00 PM,139.75,139.82,139.59,139.78,,
12/12/2019 2:30:00 PM,139.78,140.47,139.73,140.32,,172.1164
12/12/2019 2:35:00 PM,140.37,141.08,140.31,140.61,,229.224
12/12/2019 2:40:00 PM,140.61,140.65,140.14,140.36,72.50017,143.8385
12/12/2019 2:45:00 PM,140.36,140.41,139.92,140.27,70.36887,87.75726
12/12/2019 2:50:00 PM,140.28,140.3,139.88,140.06,65.52801,53.24756
12/12/2019 2:55:00 PM,140.06,140.19,139.53,139.81,60.21726,2.220494
12/12/2019 3:00:00 PM,139.78,139.85,139.55,139.68,57.60283,-36.28007
12/12/2019 3:05:00 PM,139.62,139.8,138.9,139.13,48.09039,-114.5621
12/12/2019 3:10:00 PM,139.14,139.42,139.14,139.23,49.71619,-107.2686
12/12/2019 3:15:00 PM,139.23,139.55,139.21,139.31,51.03751,-83.58968
12/12/2019 3:20:00 PM,139.31,139.62,139.2,139.53,54.57266,-62.48384
12/12/2019 3:25:00 PM,139.53,140.2,139.42,140.2,63.27019,20.6655
12/12/2019 3:30:00 PM,140.19,140.25,139.83,139.89,57.7599,25.0822
12/12/2019 3:35:00 PM,139.89,140.1,139.67,139.7,54.62002,-8.650373
12/12/2019 3:40:00 PM,139.7,139.9,139.5,139.64,53.62864,-31.09393
12/12/2019 3:45:00 PM,139.67,139.9,139.56,139.56,52.26637,-21.15227
12/12/2019 3:50:00 PM,139.58,139.69,139.42,139.61,53.0688,-36.52064
12/12/2019 3:55:00 PM,139.65,139.75,139.53,139.62,53.23801,-9.606975
12/12/2019 4:00:00 PM,139.62,139.73,139.35,139.57,52.22382,-27.28423
12/13/2019 9:35:00 AM,138.3,139.76,138.13,139.65,53.74234,-133.2559
12/13/2019 9:40:00 AM,139.48,141.8,139.48,141.72,75.47091,297.8969
