Date,Open,High,Low,Close,Moving Average 21,Moving Average 43,Moving Average 178,Wilder's RSI 14,Commodity Channel Index (CCI) 14
12/3/2019 2:11:00 PM,336.17,336.38,336.17,336.37,,,,,
12/3/2019 2:12:00 PM,336.37,336.45,336.32,336.45,,,,,
12/3/2019 2:13:00 PM,336.45,336.45,336.16,336.29,,,,,
12/3/2019 2:14:00 PM,336.29,336.32,336.18,336.24,,,,,
12/3/2019 2:15:00 PM,336.26,336.27,336.15,336.18,,,,,
12/3/2019 2:16:00 PM,336.13,336.27,336.1,336.24,,,,,
12/3/2019 2:17:00 PM,336.24,336.48,336.23,336.37,,,,,
12/3/2019 2:18:00 PM,336.36,336.45,336.27,336.29,,,,,
12/3/2019 2:19:00 PM,336.29,336.32,336.23,336.3,,,,,
12/3/2019 2:20:00 PM,336.3,336.32,335.96,336.02,,,,,
12/3/2019 2:21:00 PM,336.02,336.02,335.82,335.93,,,,,
12/3/2019 2:22:00 PM,335.93,335.97,335.83,335.87,,,,,
12/3/2019 2:23:00 PM,335.87,335.92,335.87,335.91,,,,,
12/3/2019 2:24:00 PM,335.94,336.01,335.85,335.99,,,,,-94.4623
12/3/2019 2:25:00 PM,335.99,336.21,335.98,336.11,,,,,-24.69576
12/3/2019 2:26:00 PM,336.18,336.3,336.01,336.06,,,,38.5184,-6.522194
12/3/2019 2:27:00 PM,336.06,336.23,336.06,336.11,,,,40.87609,4.376653
12/3/2019 2:28:00 PM,336.14,336.19,336.05,336.19,,,,44.54221,14.25207
12/3/2019 2:29:00 PM,336.2,336.25,336.02,336.12,,,,42.08353,9.992299
12/3/2019 2:30:00 PM,336.12,336.15,336.03,336.15,,,,43.52217,2.433917
12/3/2019 2:31:00 PM,336.15,336.15,335.93,335.99,336.1514,,,38.08783,-37.82745
12/3/2019 2:32:00 PM,335.96,336.45,335.96,336.37,336.1514,,,53.07409,123.1858
12/3/2019 2:33:00 PM,336.37,336.59,336.37,336.52,336.1548,,,57.45199,243.4164
12/3/2019 2:34:00 PM,336.56,336.74,336.44,336.67,336.1729,,,61.33724,226.3801
