Timestamp,Open,High,Low,Close,Rsi,Cci
4/24/2018 12:00:00 AM,74,87.1,72.9,82.35,,
4/25/2018 12:00:00 AM,82.9,87.45,82.7,83.55,,
4/26/2018 12:00:00 AM,80.65,82,76.3,77.45,,
4/27/2018 12:00:00 AM,76.05,79.55,74.65,75.1,,
4/30/2018 12:00:00 AM,74,76,72,75.4,,
5/1/2018 12:00:00 AM,76.5,77.75,73.4,73.75,,
5/2/2018 12:00:00 AM,73.4,73.5,69.75,72.85,,
5/3/2018 12:00:00 AM,74.9,81.85,73.95,75.05,,
5/4/2018 12:00:00 AM,76.7,77.6,71.05,71.55,,
5/7/2018 12:00:00 AM,71,72.1,69.8,70.95,,
5/8/2018 12:00:00 AM,71.65,72.75,70.25,70.6,,
5/9/2018 12:00:00 AM,69.8,70.15,66.15,66.3,,
5/10/2018 12:00:00 AM,65.7,65.7,61,61.65,,
5/11/2018 12:00:00 AM,62,62.75,60.15,60.15,,-167.8016
5/14/2018 12:00:00 AM,59.15,59.3,56.85,57.2,,-167.9341
5/15/2018 12:00:00 AM,60.65,64.6,60.4,63.25,25.25908,-88.76019
5/16/2018 12:00:00 AM,62,62,59.35,59.8,23.04128,-96.97416
5/17/2018 12:00:00 AM,59.55,60.7,57.3,57.7,21.78729,-99.9828
5/18/2018 12:00:00 AM,58.65,60.25,57.85,58.75,24.01406,-81.73479
5/21/2018 12:00:00 AM,55.5,56.9,54.1,55.95,22.19902,-103.6318
5/22/2018 12:00:00 AM,55.15,57.1,54.85,56.85,24.18263,-87.22092
5/23/2018 12:00:00 AM,59.5,60.65,55.05,55.3,23.09073,-74.85912
5/24/2018 12:00:00 AM,55.65,59.4,54.5,54.85,22.76929,-79.66364
5/25/2018 12:00:00 AM,56.2,56.75,54.35,55.9,25.37952,-83.63935
5/29/2018 12:00:00 AM,59.7,68.9,57.9,66.05,44.80091,103.5887
5/30/2018 12:00:00 AM,63.35,63.75,60.1,61.25,39.55753,65.77882
5/31/2018 12:00:00 AM,62,64.9,61,62.55,41.55268,95.20529
6/1/2018 12:00:00 AM,58.75,58.95,57.05,58.55,37.45579,-23.12056
6/4/2018 12:00:00 AM,56.7,56.95,54.75,54.95,34.18868,-87.06144
6/5/2018 12:00:00 AM,55.1,55.9,53.75,54,33.36169,-101.8046
6/6/2018 12:00:00 AM,53.25,53.65,50.8,50.85,30.70918,-148.131
6/7/2018 12:00:00 AM,50.65,54.65,50.4,51.95,32.72085,-114.5561
6/8/2018 12:00:00 AM,53.65,53.85,51.1,51.45,32.26235,-105.2531
6/11/2018 12:00:00 AM,51.65,51.95,49.9,50.25,31.13475,-119.6169
6/12/2018 12:00:00 AM,49.9,51.1,49.35,50.15,31.0374,-108.8317
6/13/2018 12:00:00 AM,49.2,51.2,48.85,51.05,33.0659,-90.79733
6/14/2018 12:00:00 AM,49,49.7,47.6,48.75,30.58958,-101.6229
6/15/2018 12:00:00 AM,50.1,51.25,48.95,49.25,31.78558,-72.82883
6/18/2018 12:00:00 AM,51.45,52.4,48.15,48.3,30.70308,-70.282
6/19/2018 12:00:00 AM,53.1,54.45,51.05,51.7,38.74365,-9.229586
6/20/2018 12:00:00 AM,50.2,50.45,49.2,50.05,36.52854,-66.08515
6/21/2018 12:00:00 AM,50.5,56.55,50.45,54.9,46.25538,95.51597
6/22/2018 12:00:00 AM,52.3,53.6,51.55,52.7,43.0338,57.22804
6/25/2018 12:00:00 AM,55.2,68.25,55.15,64.2,59.07812,343.6524
6/26/2018 12:00:00 AM,60.55,63.95,58.5,60.5,53.82545,198.4121
6/27/2018 12:00:00 AM,59.6,67.7,57.25,65.75,59.34843,172.7714
6/28/2018 12:00:00 AM,66.7,70.5,62.75,64.2,57.17409,150.8088
6/29/2018 12:00:00 AM,60.9,61.75,58.5,61.7,53.75338,68.13537
7/2/2018 12:00:00 AM,66.05,67.15,61.65,61.85,53.93147,85.76473
7/3/2018 12:00:00 AM,59.9,63.65,59.1,62.6,54.86736,56.24535
7/5/2018 12:00:00 AM,60.55,62.75,59.2,59.3,50.04948,33.69653
7/6/2018 12:00:00 AM,59.3,59.45,54.5,54.95,44.50217,-25.31773
7/9/2018 12:00:00 AM,52.5,52.6,49.9,50.35,39.51455,-102.1188
7/10/2018 12:00:00 AM,49.9,51.2,48.8,49.1,38.2597,-111.7451
7/11/2018 12:00:00 AM,52.4,52.75,50.35,51.45,41.98948,-91.40608
7/12/2018 12:00:00 AM,50,50.9,48.65,48.85,39.17007,-107.0547
