Date,Open,High,Low,Close,Wilder's RSI 14,Commodity Channel Index (CCI) 14
12/31/2019 2:11:00 PM,396.19,396.2,396.19,396.2,,
12/31/2019 2:12:00 PM,396.2,396.2,396.03,396.15,,
12/31/2019 2:13:00 PM,396.15,396.47,396.15,396.47,,
12/31/2019 2:14:00 PM,396.32,396.32,396.06,396.11,,
12/31/2019 2:15:00 PM,396.11,396.11,395.86,395.86,,
12/31/2019 2:16:00 PM,395.86,395.86,395.86,395.86,,
12/31/2019 2:17:00 PM,395.86,395.86,395.74,395.74,,
12/31/2019 2:18:00 PM,395.74,395.74,395.24,395.62,,
12/31/2019 2:19:00 PM,395.62,395.76,395.5,395.5,,
12/31/2019 2:20:00 PM,395.5,395.74,395.5,395.74,,
12/31/2019 2:21:00 PM,395.74,396.27,395.74,395.95,,
12/31/2019 2:22:00 PM,395.95,396.32,395.94,396.32,,
12/31/2019 2:23:00 PM,396.32,396.32,396.25,396.25,,
12/31/2019 2:24:00 PM,396.25,396.25,395.76,395.76,,-14.65356
12/31/2019 2:25:00 PM,395.76,396.04,395.76,396.04,,-2.070339
12/31/2019 2:26:00 PM,396.04,396.21,396.04,396.21,50.1574,65.95773
12/31/2019 2:27:00 PM,396.21,396.28,396.17,396.17,49.48532,93.12917
12/31/2019 2:28:00 PM,396.17,396.51,396.17,396.42,53.66637,133.1997
12/31/2019 2:29:00 PM,396.42,396.75,396.42,396.75,58.54388,165.1538
12/31/2019 2:30:00 PM,396.75,396.82,396.13,396.22,49.52611,84.41654
12/31/2019 2:31:00 PM,396.56,396.64,396.44,396.64,55.39045,111.1315
12/31/2019 2:32:00 PM,396.64,396.64,396.64,396.64,60.35139,116.8212
12/31/2019 2:33:00 PM,396.64,396.64,396.43,396.43,56.94141,71.35844
12/31/2019 2:34:00 PM,396.43,396.43,396.35,396.35,55.65174,26.244
12/31/2019 2:35:00 PM,396.19,396.47,396.19,396.47,57.21724,18.91104
12/31/2019 2:36:00 PM,396.47,396.63,396.47,396.63,59.28128,82.66158
