Date,Open,High,Low,Close,Volume ,Moving Average 50,Wilder's RSI 14,Commodity Channel Index (CCI) 14
7/3/2019 11:11:00 AM,297.81,297.86,297.81,297.84,41800,,,
7/3/2019 11:12:00 AM,297.84,297.86,297.81,297.83,176700,,,
7/3/2019 11:13:00 AM,297.82,297.83,297.78,297.78,33000,,,
7/3/2019 11:14:00 AM,297.78,297.8,297.75,297.77,57600,,,
7/3/2019 11:15:00 AM,297.77,297.77,297.73,297.76,46000,,,
7/3/2019 11:16:00 AM,297.76,297.77,297.72,297.76,78200,,,
7/3/2019 11:17:00 AM,297.76,297.82,297.76,297.8,47700,,,
7/3/2019 11:18:00 AM,297.79,297.83,297.78,297.8,68200,,,
7/3/2019 11:19:00 AM,297.79,297.8,297.72,297.75,105900,,,
7/3/2019 11:20:00 AM,297.74,297.76,297.7,297.72,111300,,,
7/3/2019 11:21:00 AM,297.72,297.76,297.72,297.75,70500,,,
7/3/2019 11:22:00 AM,297.75,297.75,297.69,297.69,69300,,,
7/3/2019 11:23:00 AM,297.68,297.69,297.65,297.66,87300,,,
7/3/2019 11:24:00 AM,297.66,297.73,297.65,297.71,114400,,,-106.8667
7/3/2019 11:25:00 AM,297.71,297.76,297.71,297.73,67800,,,-37.25081
7/3/2019 11:26:00 AM,297.73,297.76,297.71,297.75,77700,,39.0233,-13.54872
7/3/2019 11:27:00 AM,297.76,297.77,297.68,297.69,69800,,33.71011,-64.38306
7/3/2019 11:28:00 AM,297.69,297.77,297.68,297.76,50300,,43.39473,-1.836799
7/3/2019 11:29:00 AM,297.76,297.79,297.74,297.78,43000,,45.82829,78.58525
7/3/2019 11:30:00 AM,297.78,297.85,297.78,297.82,77600,,50.42253,153.3024
7/3/2019 11:31:00 AM,297.82,297.87,297.81,297.86,139400,,54.56873,180.2974
7/3/2019 11:32:00 AM,297.86,297.97,297.79,297.97,120400,,63.59228,222.1016
7/3/2019 11:33:00 AM,297.97,298.15,297.96,298.12,353300,,71.81248,258.6536
7/3/2019 11:34:00 AM,298.12,298.14,298.06,298.13,229000,,72.26257,193.6613
7/3/2019 11:35:00 AM,298.13,298.13,298.07,298.11,129300,,69.85999,142.4429
7/3/2019 11:36:00 AM,298.11,298.11,298.05,298.09,81500,,67.44865,105.8238
7/3/2019 11:37:00 AM,298.08,298.13,298.08,298.11,147100,,68.61528,96.17451
7/3/2019 11:38:00 AM,298.11,298.17,298.11,298.14,145000,,70.33533,93.38136
7/3/2019 11:39:00 AM,298.15,298.2,298.14,298.16,240900,,71.45673,89.16336
7/3/2019 11:40:00 AM,298.16,298.2,298.13,298.18,92700,,72.57327,79.73355
7/3/2019 11:41:00 AM,298.19,298.24,298.18,298.2,86800,,73.68359,87.72099
7/3/2019 11:42:00 AM,298.2,298.22,298.19,298.21,93000,,74.24334,84.44373
7/3/2019 11:43:00 AM,298.2,298.22,298.17,298.17,68700,,68.00309,73.48648
7/3/2019 11:44:00 AM,298.17,298.21,298.17,298.19,67800,,69.38852,74.47189
7/3/2019 11:45:00 AM,298.19,298.22,298.17,298.22,49600,,71.39059,80.7625
7/3/2019 11:46:00 AM,298.22,298.23,298.15,298.15,79300,,61.31266,39.63002
7/3/2019 11:47:00 AM,298.16,298.22,298.16,298.22,49200,,66.41797,70.47329
7/3/2019 11:48:00 AM,298.22,298.24,298.22,298.24,96100,,67.72751,120.2539
7/3/2019 11:49:00 AM,298.24,298.28,298.23,298.25,185900,,68.3922,143.2539
7/3/2019 11:50:00 AM,298.24,298.24,298.18,298.23,188600,,65.49135,65.45802
7/3/2019 11:51:00 AM,298.23,298.23,298.14,298.16,341300,,56.45919,-53.91259
7/3/2019 11:52:00 AM,298.16,298.21,298.16,298.21,94200,,60.63398,-18.84415
7/3/2019 11:53:00 AM,298.21,298.22,298.16,298.18,45300,,57.0959,-51.86504
7/3/2019 11:54:00 AM,298.18,298.23,298.16,298.21,93000,,59.63259,-9.305417
7/3/2019 11:55:00 AM,298.21,298.27,298.19,298.27,65500,,64.1925,138.8784
7/3/2019 11:56:00 AM,298.26,298.27,298.22,298.26,66900,,62.91941,124.9935
7/3/2019 11:57:00 AM,298.26,298.28,298.24,298.27,68900,,63.69481,129.6033
7/3/2019 11:58:00 AM,298.27,298.32,298.26,298.29,105500,,65.26409,154.1458
7/3/2019 11:59:00 AM,298.29,298.31,298.28,298.3,83800,,66.05183,135.19
7/3/2019 12:00:00 PM,298.3,298.35,298.28,298.34,178200,105606,69.07935,155.8793
7/3/2019 12:01:00 PM,298.33,298.34,298.29,298.3,67600,106122,63.02626,112.2017
7/3/2019 12:02:00 PM,298.3,298.35,298.3,298.34,206500,106718,66.21445,120.7257
7/3/2019 12:03:00 PM,298.34,298.35,298.32,298.32,61100,107280,63.27862,99.50841
7/3/2019 12:04:00 PM,298.32,298.35,298.32,298.33,45800,107044,64.1336,89.51666
7/3/2019 12:05:00 PM,298.33,298.34,298.29,298.3,126300,108650,59.63835,50.35471
7/3/2019 12:06:00 PM,298.3,298.34,298.3,298.3,116800,109422,55.45258,48.70768
7/3/2019 12:07:00 PM,298.3,298.33,298.3,298.32,36700,109202,57.5917,48.68221
7/3/2019 12:08:00 PM,298.32,298.34,298.29,298.31,37900,108596,56.14012,32.97266
7/3/2019 12:09:00 PM,298.31,298.31,298.29,298.3,49100,107460,54.65655,-20.82938
7/3/2019 12:10:00 PM,298.3,298.31,298.26,298.27,52400,106282,50.36124,-118.9964
7/3/2019 12:11:00 PM,298.27,298.34,298.27,298.33,100700,106886,57.54704,10.78194
7/3/2019 12:12:00 PM,298.32,298.34,298.31,298.34,155100,108602,58.62323,94.48923
7/3/2019 12:13:00 PM,298.34,298.39,298.34,298.38,139900,109654,62.69395,236.6237
7/3/2019 12:14:00 PM,298.37,298.39,298.36,298.38,109700,109560,66.26785,191.4418
7/3/2019 12:15:00 PM,298.38,298.39,298.35,298.36,72300,109650,63.01479,126.3756
7/3/2019 12:16:00 PM,298.36,298.41,298.35,298.39,618100,120458,65.73218,139.8323
7/3/2019 12:17:00 PM,298.39,298.4,298.37,298.39,87500,120812,68.24478,115.8332
7/3/2019 12:18:00 PM,298.39,298.44,298.38,298.43,235100,124508,71.26544,139.2707
7/3/2019 12:19:00 PM,298.43,298.47,298.43,298.44,169200,127032,71.98403,153.9924
7/3/2019 12:20:00 PM,298.44,298.5,298.44,298.45,129600,128072,72.71876,149.837
7/3/2019 12:21:00 PM,298.45,298.46,298.38,298.39,163700,128558,62.1909,63.42952
7/3/2019 12:22:00 PM,298.39,298.41,298.37,298.39,73100,127612,53.80247,26.73283
7/3/2019 12:23:00 PM,298.38,298.46,298.38,298.45,124700,123040,59.66188,83.57317
7/3/2019 12:24:00 PM,298.45,298.46,298.4,298.43,90400,120268,57.06124,72.2447
7/3/2019 12:25:00 PM,298.43,298.46,298.42,298.44,65200,118986,58.04596,79.99625
7/3/2019 12:26:00 PM,298.44,298.48,298.44,298.47,569400,128744,60.93724,116.9731
7/3/2019 12:27:00 PM,298.48,298.51,298.46,298.5,193400,129670,63.63605,148.6865
7/3/2019 12:28:00 PM,298.5,298.51,298.45,298.47,81500,128400,59.22918,105.3358
7/3/2019 12:29:00 PM,298.47,298.52,298.46,298.46,140200,126386,57.79107,98.88028
7/3/2019 12:30:00 PM,298.45,298.47,298.42,298.44,67700,125886,54.92317,7.357803
7/3/2019 12:31:00 PM,298.44,298.52,298.44,298.5,154600,127242,61.15438,104.4935
7/3/2019 12:32:00 PM,298.5,298.53,298.48,298.5,106800,127518,66.18795,123.8189
7/3/2019 12:33:00 PM,298.5,298.51,298.44,298.45,148600,129116,59.29412,28.39066
7/3/2019 12:34:00 PM,298.44,298.48,298.43,298.47,195800,131676,61.04153,12.51158
7/3/2019 12:35:00 PM,298.47,298.48,298.43,298.46,215400,134992,59.66038,-4.895883
7/3/2019 12:36:00 PM,298.46,298.48,298.43,298.44,122900,135864,56.89204,-45.82888
7/3/2019 12:37:00 PM,298.44,298.49,298.43,298.49,125200,137384,61.68064,18.3298
7/3/2019 12:38:00 PM,298.48,298.5,298.45,298.46,100700,137476,57.54908,7.967303
7/3/2019 12:39:00 PM,298.47,298.5,298.46,298.5,52100,134800,61.27467,74.92915
7/3/2019 12:40:00 PM,298.5,298.52,298.5,298.5,104300,133114,64.61867,139.5526
7/3/2019 12:41:00 PM,298.5,298.53,298.5,298.53,90100,128090,66.92493,165.0221
7/3/2019 12:42:00 PM,298.52,298.55,298.51,298.54,102500,128256,67.6819,161.9086
7/3/2019 12:43:00 PM,298.54,298.55,298.4,298.4,142800,130206,50.33008,-82.16116
7/3/2019 12:44:00 PM,298.41,298.43,298.37,298.38,170700,131760,48.42149,-206.3223
7/3/2019 12:45:00 PM,298.38,298.41,298.37,298.38,117900,132808,46.52161,-178.1211
7/3/2019 12:46:00 PM,298.38,298.39,298.3,298.32,164200,134754,41.28548,-211.0117
7/3/2019 12:47:00 PM,298.32,298.35,298.3,298.34,183400,137044,43.56451,-160.2316
7/3/2019 12:48:00 PM,298.34,298.39,298.34,298.38,281500,140564,47.92172,-85.23015
7/3/2019 12:49:00 PM,298.38,298.44,298.38,298.39,198300,142854,48.98299,-38.58706
7/3/2019 12:50:00 PM,298.4,298.47,298.38,298.44,310200,145494,54.022,-5.648665
7/3/2019 12:51:00 PM,298.44,298.6,298.44,298.59,786100,159864,65.14631,112.1497
7/3/2019 12:52:00 PM,298.58,298.6,298.54,298.57,281600,161366,62.9601,119.4557
7/3/2019 12:53:00 PM,298.56,298.57,298.51,298.53,501900,170182,58.7131,79.32897
7/3/2019 12:54:00 PM,298.53,298.53,298.49,298.5,293300,175132,55.68024,51.61874
