Date,Open,High,Low,Close,Moving Average 21,Moving Average 43,Moving Average 178,Wilder's RSI 14,Commodity Channel Index (CCI) 14
12/2/2019 12:22:00 PM,312.05,312.08,311.94,311.94,,,,,
12/2/2019 12:24:00 PM,311.94,312.03,311.92,311.97,,,,,
12/2/2019 12:26:00 PM,311.96,312.07,311.95,312.06,,,,,
12/2/2019 12:28:00 PM,312.06,312.22,311.93,311.96,,,,,
12/2/2019 12:30:00 PM,311.96,311.96,311.36,311.77,,,,,
12/2/2019 12:32:00 PM,311.77,311.81,311.57,311.61,,,,,
12/2/2019 12:34:00 PM,311.61,311.7,311.57,311.65,,,,,
12/2/2019 12:36:00 PM,311.65,311.68,311.55,311.62,,,,,
12/2/2019 12:38:00 PM,311.62,311.63,311.5,311.53,,,,,
12/2/2019 12:40:00 PM,311.53,311.59,311.46,311.56,,,,,
12/2/2019 12:42:00 PM,311.57,311.6,311.51,311.52,,,,,
12/2/2019 12:44:00 PM,311.52,311.73,311.48,311.71,,,,,
12/2/2019 12:46:00 PM,311.72,311.82,311.71,311.77,,,,,
12/2/2019 12:48:00 PM,311.77,311.78,311.6,311.6,,,,,-33.42466
12/2/2019 12:50:00 PM,311.6,311.61,311.5,311.5,,,,,-81.04224
12/2/2019 12:52:00 PM,311.5,311.57,311.46,311.57,,,,36.69096,-79.97588
12/2/2019 12:54:00 PM,311.56,311.65,311.53,311.64,,,,39.9481,-29.89713
12/2/2019 12:56:00 PM,311.65,311.66,311.53,311.63,,,,39.63412,-9.287269
12/2/2019 12:58:00 PM,311.64,311.65,311.54,311.62,,,,39.30146,-5.84743
12/2/2019 1:00:00 PM,311.61,311.69,311.46,311.46,,,,34.33986,-82.21826
12/2/2019 1:02:00 PM,311.46,311.56,311.41,311.51,311.6762,,,37.0167,-115.3525
12/2/2019 1:04:00 PM,311.51,311.71,311.51,311.7,311.6648,,,46.01939,59.37886
12/2/2019 1:06:00 PM,311.69,311.74,311.63,311.69,311.6514,,,45.6492,98.10499
12/2/2019 1:08:00 PM,311.69,311.88,311.68,311.87,311.6424,,,52.97469,181.8992
12/2/2019 1:10:00 PM,311.88,311.96,311.87,311.94,311.6414,,,55.48764,209.8107
12/2/2019 1:12:00 PM,311.95,311.96,311.85,311.88,311.6467,,,52.87959,142.3402
12/2/2019 1:14:00 PM,311.88,311.95,311.86,311.9,311.6605,,,53.66105,125.9137
12/2/2019 1:16:00 PM,311.91,312,311.9,311.97,311.6757,,,56.38897,120.3277
12/2/2019 1:18:00 PM,311.97,311.99,311.91,311.95,311.6914,,,55.38639,96.311
12/2/2019 1:20:00 PM,311.95,312.02,311.93,311.97,311.7124,,,56.22458,90.4723
12/2/2019 1:22:00 PM,311.97,312.01,311.93,311.95,311.731,,,55.10955,75.47249
12/2/2019 1:24:00 PM,311.95,311.98,311.89,311.95,311.7514,,,53.95717,58.8145
12/2/2019 1:26:00 PM,311.95,312,311.88,311.98,311.7643,,,55.46236,58.16718
12/2/2019 1:28:00 PM,311.98,312.11,311.98,312.09,311.7795,,,60.55391,106.5641
12/2/2019 1:30:00 PM,312.09,312.09,312.03,312.06,311.8014,,,58.58659,116.9874
12/2/2019 1:32:00 PM,312.07,312.07,311.9,311.94,311.8224,,,51.39395,40.43883
12/2/2019 1:34:00 PM,311.95,312.01,311.91,311.93,311.8395,,,50.83331,-1.162938
12/2/2019 1:36:00 PM,311.92,312,311.85,312,311.8567,,,54.56628,-22.40613
12/2/2019 1:38:00 PM,312,312,311.82,311.86,311.8676,,,46.89718,-130.2184
12/2/2019 1:40:00 PM,311.86,311.87,311.8,311.86,311.8791,,,40.73206,-204.1527
12/2/2019 1:42:00 PM,311.86,311.92,311.82,311.91,311.9005,,,43.58523,-124.0695
12/2/2019 1:44:00 PM,311.91,311.96,311.89,311.96,311.9219,,,46.36419,-26.46212
12/2/2019 1:46:00 PM,311.96,311.98,311.88,311.98,311.9352,311.8033,,47.48,-8.598504
12/2/2019 1:48:00 PM,311.98,312.1,311.97,312.09,311.9543,311.8067,,53.23588,140.0201
12/2/2019 1:50:00 PM,312.08,312.12,312.05,312.11,311.9657,311.81,,54.21791,146.5396
12/2/2019 1:52:00 PM,312.12,312.17,312.07,312.12,311.9743,311.8114,,54.73058,134.0531
12/2/2019 1:54:00 PM,312.12,312.17,312.08,312.1,311.9848,311.8146,,53.44356,105.297
12/2/2019 1:56:00 PM,312.1,312.19,312.09,312.1,311.9943,311.8223,,52.12355,102.6386
12/2/2019 1:58:00 PM,312.1,312.12,312.02,312.04,311.9976,311.8323,,48.26982,50.27687
12/2/2019 2:00:00 PM,312.05,312.06,312.01,312.04,312.0019,311.8414,,44.70993,27.88401
12/2/2019 2:02:00 PM,312.04,312.06,311.95,312.02,312.0043,311.8507,,43.55566,4.05024
12/2/2019 2:04:00 PM,312.02,312.1,312,312.09,312.011,311.8637,,48.55721,41.47253
12/2/2019 2:06:00 PM,312.09,312.09,312.02,312.04,312.0152,311.8749,,45.45968,23.9156
12/2/2019 2:08:00 PM,312.05,312.15,312.04,312.14,312.0229,311.8893,,52.04988,77.15688
12/2/2019 2:10:00 PM,312.15,312.15,312.1,312.13,312.0247,311.8991,,51.38067,92.79656
12/2/2019 2:12:00 PM,312.14,312.22,312.14,312.22,312.0324,311.9095,,56.76316,160.0061
12/2/2019 2:14:00 PM,312.22,312.3,312.21,312.24,312.0467,311.9244,,57.87856,205.9108
12/2/2019 2:16:00 PM,312.24,312.28,312.2,312.27,312.0629,311.9423,,59.56447,166.0617
12/2/2019 2:18:00 PM,312.26,312.33,312.23,312.24,312.0743,311.9579,,57.1031,144.2499
12/2/2019 2:20:00 PM,312.24,312.26,312.18,312.25,312.0929,311.9721,,57.73075,86.08535
12/2/2019 2:22:00 PM,312.25,312.27,312.19,312.25,312.1114,311.9865,,58.38646,76.84763
12/2/2019 2:24:00 PM,312.25,312.42,312.24,312.42,312.1357,312.0051,,67.58431,140.1895
12/2/2019 2:26:00 PM,312.42,312.48,312.37,312.46,312.1595,312.0284,,69.30253,160.3603
12/2/2019 2:28:00 PM,312.45,312.47,312.36,312.42,312.1805,312.0495,,65.56016,128.9442
12/2/2019 2:30:00 PM,312.42,312.44,312.37,312.42,312.1962,312.0663,,61.95708,113.0444
12/2/2019 2:32:00 PM,312.41,312.53,312.41,312.49,312.2143,312.0849,,65.52828,129.1655
12/2/2019 2:34:00 PM,312.49,312.5,312.46,312.46,312.2305,312.0986,,62.80635,105.1574
12/2/2019 2:36:00 PM,312.46,312.49,312.4,312.41,312.2452,312.1095,,58.44948,69.10532
12/2/2019 2:38:00 PM,312.41,312.42,312.36,312.37,312.2581,312.1209,,55.15183,28.74647
12/2/2019 2:40:00 PM,312.38,312.4,312.36,312.4,312.2752,312.1326,,57.10597,24.18188
12/2/2019 2:42:00 PM,312.4,312.46,312.34,312.38,312.2914,312.1421,,55.37458,23.69288
12/2/2019 2:44:00 PM,312.38,312.5,312.38,312.47,312.3129,312.1542,,61.09395,72.3575
12/2/2019 2:46:00 PM,312.47,312.58,312.47,312.57,312.3357,312.1682,,66.26762,152.9251
12/2/2019 2:48:00 PM,312.57,312.6,312.4,312.55,312.36,312.1821,,64.42082,118.8992
12/2/2019 2:50:00 PM,312.55,312.56,312.5,312.52,312.3781,312.1953,,61.6483,120.1146
12/2/2019 2:52:00 PM,312.51,312.55,312.4,312.44,312.3929,312.2061,,54.86777,20.40788
12/2/2019 2:54:00 PM,312.44,312.44,312.34,312.39,312.4009,312.213,,51.08616,-84.19024
12/2/2019 2:56:00 PM,312.38,312.41,312.28,312.36,312.4067,312.22,,48.90553,-123.1722
12/2/2019 2:58:00 PM,312.36,312.44,312.25,312.44,312.4148,312.2316,,54.48116,-80.59705
12/2/2019 3:00:00 PM,312.44,312.46,312.35,312.4,312.4224,312.2426,,51.45756,-40.58656
12/2/2019 3:02:00 PM,312.39,312.44,312.2,312.24,312.4219,312.2481,,41.53076,-150.5411
12/2/2019 3:04:00 PM,312.24,312.3,312.16,312.24,312.4214,312.257,,34.38683,-177.3622
12/2/2019 3:06:00 PM,312.24,312.27,312.09,312.12,312.4071,312.263,,30.19232,-195.9708
12/2/2019 3:08:00 PM,312.11,312.16,311.95,312.01,312.3857,312.2654,,26.94767,-201.302
12/2/2019 3:10:00 PM,312,312.25,311.97,312.02,312.3667,312.2668,,27.7068,-134.7682
12/2/2019 3:12:00 PM,312.02,312.04,311.94,311.97,312.3452,312.2665,,26.23608,-142.0388
12/2/2019 3:14:00 PM,311.97,311.97,311.85,311.91,312.3176,312.2623,,24.55155,-139.6327
12/2/2019 3:16:00 PM,311.91,311.94,311.86,311.93,312.2924,312.2581,,26.2505,-116.4494
12/2/2019 3:18:00 PM,311.93,312.08,311.93,312.07,312.2762,312.257,,36.95882,-62.40182
12/2/2019 3:20:00 PM,312.07,312.11,312.04,312.11,312.2638,312.2572,,39.65315,-31.63908
12/2/2019 3:22:00 PM,312.1,312.12,311.96,312.01,312.2452,312.2551,,35.56011,-48.31721
12/2/2019 3:24:00 PM,312,312,311.77,311.77,312.2162,312.2488,,28.06916,-120.725
12/2/2019 3:26:00 PM,311.77,311.84,311.75,311.76,312.1824,312.2423,,27.80688,-138.4798
12/2/2019 3:28:00 PM,311.76,311.89,311.75,311.89,312.15,312.2393,,36.17398,-98.31505
12/2/2019 3:30:00 PM,311.9,311.94,311.71,311.78,312.1133,312.2321,,32.71818,-101.831
12/2/2019 3:32:00 PM,311.78,311.8,311.69,311.7,312.0743,312.2242,,30.44119,-127.9566
12/2/2019 3:34:00 PM,311.7,311.77,311.66,311.77,312.0424,312.2156,,34.72139,-112.405
12/2/2019 3:36:00 PM,311.78,311.88,311.76,311.83,312.0157,312.2086,,38.2309,-48.96226
12/2/2019 3:38:00 PM,311.83,312.04,311.83,312,311.9986,312.2035,,46.93664,45.99269
12/2/2019 3:40:00 PM,311.99,312.15,311.94,311.99,311.9771,312.1977,,46.52091,89.91747
12/2/2019 3:42:00 PM,311.99,312.06,311.92,311.99,311.9576,312.1912,,46.08136,57.82005
12/2/2019 3:44:00 PM,311.99,312.09,311.97,312.08,311.95,312.1874,,50.6006,80.3371
12/2/2019 3:46:00 PM,312.09,312.22,312.07,312.16,311.9462,312.1853,,54.27058,125.9521
12/2/2019 3:48:00 PM,312.16,312.25,312.11,312.11,311.9457,312.1821,,51.68568,121.8798
12/2/2019 3:50:00 PM,312.12,312.13,311.98,312,311.9452,312.1723,,46.44694,58.75126
12/2/2019 3:52:00 PM,311.99,312,311.71,311.87,311.9381,312.1586,,41.13907,-33.97227
12/2/2019 3:54:00 PM,311.87,311.91,311.69,311.73,311.9267,312.1425,,36.32539,-77.11351
12/2/2019 3:56:00 PM,311.73,311.87,311.59,311.65,311.9143,312.1246,,33.88468,-102.1859
12/2/2019 3:58:00 PM,311.65,311.7,311.5,311.56,311.8967,312.103,,31.33459,-135.3035
12/2/2019 4:00:00 PM,311.55,311.72,311.48,311.6,311.8743,312.083,,33.72257,-118.3188
12/3/2019 9:32:00 AM,308.64,308.67,307.95,308.06,311.6814,311.9819,,7.817337,-454.6182
12/3/2019 9:34:00 AM,308.06,308.31,307.89,308.3,311.5048,311.8872,,12.71277,-235.5351
12/3/2019 9:36:00 AM,308.3,308.62,308.23,308.47,311.3476,311.7958,,16.11152,-146.6964
12/3/2019 9:38:00 AM,308.47,308.77,308.3,308.32,311.1838,311.7014,,15.53674,-110.2946
12/3/2019 9:40:00 AM,308.32,308.42,308.08,308.1,311.0033,311.5998,,14.70793,-97.36098
12/3/2019 9:42:00 AM,308.1,308.11,307.9,308.07,310.8267,311.4951,,14.59361,-86.35712
12/3/2019 9:44:00 AM,308.07,308.39,307.94,308.36,310.6676,311.3977,,20.98676,-67.43193
12/3/2019 9:46:00 AM,308.37,308.47,307.98,308.03,310.4895,311.2932,,19.22329,-61.39384
12/3/2019 9:48:00 AM,308.04,308.23,307.72,307.83,310.299,311.186,,18.22374,-63.37197
12/3/2019 9:50:00 AM,307.83,307.86,307.3,307.32,310.0762,311.0681,,15.94689,-76.2522
12/3/2019 9:52:00 AM,307.31,307.63,307.13,307.6,309.8671,310.9574,,21.72899,-76.81706
12/3/2019 9:54:00 AM,307.59,307.73,307.5,307.66,309.6609,310.8463,,22.95207,-69.84843
12/3/2019 9:56:00 AM,307.66,307.83,307.62,307.68,309.4514,310.7365,,23.38164,-70.06208
12/3/2019 9:58:00 AM,307.68,308.02,307.55,307.92,309.2495,310.636,,28.53404,-40.19441
12/3/2019 10:00:00 AM,307.92,308.18,307.81,308.15,309.0609,310.5409,,33.17136,15.70338
12/3/2019 10:02:00 AM,308.15,308.21,307.94,307.98,308.8695,310.4446,,31.54222,17.57246
12/3/2019 10:04:00 AM,307.98,308.18,307.92,308.08,308.6891,310.3532,,33.60754,31.74185
12/3/2019 10:06:00 AM,308.08,308.09,307.74,307.86,308.5048,310.2565,,31.36507,-3.569324
12/3/2019 10:08:00 AM,307.87,308.07,307.72,307.84,308.3233,310.1605,,31.16162,-2.785811
12/3/2019 10:10:00 AM,307.84,307.88,307.52,307.52,308.131,310.0584,,28.02726,-73.10017
12/3/2019 10:12:00 AM,307.53,307.66,307.37,307.66,307.9433,309.9591,,31.28401,-84.04839
12/3/2019 10:14:00 AM,307.66,307.78,307.53,307.55,307.919,309.8539,,30.13033,-54.73768
12/3/2019 10:16:00 AM,307.55,307.85,307.55,307.83,307.8967,309.7544,,36.54421,-5.530777
12/3/2019 10:18:00 AM,307.83,308.38,307.82,308.28,307.8876,309.6677,,45.24414,129.6777
12/3/2019 10:20:00 AM,308.28,308.51,308.18,308.48,307.8952,309.5912,,48.61615,176.6171
12/3/2019 10:22:00 AM,308.48,308.5,308.27,308.41,307.91,309.5132,,47.51323,142.028
12/3/2019 10:24:00 AM,308.41,308.44,308.22,308.24,307.9181,309.4284,,44.85207,95.89235
12/3/2019 10:26:00 AM,308.24,308.29,308.07,308.1,307.9057,309.3428,,42.72996,46.75151
12/3/2019 10:28:00 AM,308.09,308.12,307.9,308,307.9043,309.2567,,41.22916,5.154169
12/3/2019 10:30:00 AM,308.01,308.09,307.93,307.97,307.9109,309.1684,,40.76661,3.247588
12/3/2019 10:32:00 AM,307.96,308.29,307.86,308.21,307.9533,309.0842,,45.98725,37.91722
12/3/2019 10:34:00 AM,308.19,308.44,308,308.43,307.9929,309.0012,,50.31075,75.52928
