Timestamp,Open,High,Low,Close,Rsi,Cci,Volume
11/29/2018 2:11:00 PM,168.24,168.31,168.21,168.26,,,47500
11/29/2018 2:12:00 PM,168.26,168.53,168.24,168.44,,,280500
11/29/2018 2:13:00 PM,168.43,168.52,168.41,168.5,,,90800
11/29/2018 2:14:00 PM,168.5,168.69,168.49,168.69,,,126900
11/29/2018 2:15:00 PM,168.68,168.72,168.63,168.65,,,94300
11/29/2018 2:16:00 PM,168.67,168.72,168.64,168.64,,,44300
11/29/2018 2:17:00 PM,168.63,168.65,168.57,168.58,,,64600
11/29/2018 2:18:00 PM,168.58,168.68,168.55,168.68,,,35300
11/29/2018 2:19:00 PM,168.69,168.82,168.67,168.78,,,139900
11/29/2018 2:20:00 PM,168.78,168.88,168.78,168.81,,,117500
11/29/2018 2:21:00 PM,168.81,168.85,168.75,168.76,,,87200
11/29/2018 2:22:00 PM,168.76,168.89,168.76,168.85,,,65900
11/29/2018 2:23:00 PM,168.85,168.89,168.81,168.89,,,26300
11/29/2018 2:24:00 PM,168.89,168.96,168.84,168.94,,117.0605,161200
11/29/2018 2:25:00 PM,168.94,168.99,168.86,168.88,,102.2106,92400
11/29/2018 2:26:00 PM,168.89,168.91,168.84,168.88,79.24542,76.52866,44600
11/29/2018 2:27:00 PM,168.88,168.92,168.86,168.88,79.24542,75.07524,34400
11/29/2018 2:28:00 PM,168.88,168.9,168.84,168.86,78.41904,54.6814,87700
11/29/2018 2:29:00 PM,168.87,168.9,168.82,168.83,77.12024,36.32126,71100
11/29/2018 2:30:00 PM,168.83,168.86,168.78,168.82,76.66467,3.91489,152300
11/29/2018 2:31:00 PM,168.82,168.82,168.77,168.8,75.70075,-43.20017,58400
11/29/2018 2:32:00 PM,168.8,168.9,168.79,168.86,76.64904,8.693221,48900
11/29/2018 2:33:00 PM,168.86,168.98,168.86,168.98,78.45962,153.4671,48100
11/29/2018 2:34:00 PM,168.98,168.98,168.88,168.92,75.31514,109.3851,93100
11/29/2018 2:35:00 PM,168.92,168.97,168.9,168.93,75.49135,105.2653,96900
11/29/2018 2:36:00 PM,168.92,168.93,168.89,168.89,73.2384,42.17192,31300
11/29/2018 2:37:00 PM,168.9,168.91,168.85,168.89,70.95784,1.419817,25500
11/29/2018 2:38:00 PM,168.89,168.92,168.87,168.89,68.65554,24.92358,26900
11/29/2018 2:39:00 PM,168.89,168.9,168.83,168.84,65.78171,-42.97808,26700
11/29/2018 2:40:00 PM,168.84,168.84,168.71,168.72,59.36026,-183.6184,100300
11/29/2018 2:41:00 PM,168.72,168.76,168.7,168.75,60.40099,-166.6697,47000
11/29/2018 2:42:00 PM,168.75,168.81,168.72,168.8,62.14131,-93.33334,17600
11/29/2018 2:43:00 PM,168.8,168.91,168.79,168.88,64.80631,9.410085,46100
11/29/2018 2:44:00 PM,168.89,168.89,168.83,168.88,67.28629,14.1274,735900
11/29/2018 2:45:00 PM,168.88,168.92,168.88,168.9,67.89502,50.35926,39300
11/29/2018 2:46:00 PM,168.9,168.93,168.89,168.92,68.52622,60.54229,43700
11/29/2018 2:47:00 PM,168.92,168.92,168.83,168.84,63.17673,1.71399,23700
11/29/2018 2:48:00 PM,168.84,168.86,168.81,168.82,61.87698,-36.69876,50300
11/29/2018 2:49:00 PM,168.82,168.92,168.82,168.91,65.33489,48.18538,43700
11/29/2018 2:50:00 PM,168.91,168.93,168.88,168.91,68.4197,83.0787,439700
11/29/2018 2:51:00 PM,168.91,168.99,168.91,168.98,70.61018,145.0295,498000
11/29/2018 2:52:00 PM,168.98,169.14,168.96,169.11,74.19107,225.822,268700
11/29/2018 2:53:00 PM,169.12,169.19,169.12,169.17,75.6647,223.6185,78900
11/29/2018 2:54:00 PM,169.16,169.16,169.06,169.07,68.63149,135.3895,80200
