Timestamp,Open,High,Low,Close,Rsi,Cci,Volume
11/1/2018 1:25:00 PM,171.72,171.87,171.64,171.81,,,380300
11/1/2018 1:30:00 PM,171.81,172.08,171.8,171.97,,,456600
11/1/2018 1:35:00 PM,171.97,172.08,171.89,171.97,,,344800
11/1/2018 1:40:00 PM,171.97,172.04,171.72,171.82,,,388900
11/1/2018 1:45:00 PM,171.82,172.04,171.8,171.92,,,249200
11/1/2018 1:50:00 PM,171.92,172.04,171.6,171.64,,,851700
11/1/2018 1:55:00 PM,171.64,171.77,171.56,171.7,,,238900
11/1/2018 2:00:00 PM,171.7,171.86,171.59,171.72,,,326000
11/1/2018 2:05:00 PM,171.72,171.79,171.51,171.64,,,865000
11/1/2018 2:10:00 PM,171.65,171.66,171.38,171.5,,,547800
11/1/2018 2:15:00 PM,171.5,171.61,171.45,171.48,,,223100
11/1/2018 2:20:00 PM,171.48,171.78,171.48,171.71,,,191600
11/1/2018 2:25:00 PM,171.73,171.96,171.73,171.94,,,191700
11/1/2018 2:30:00 PM,171.95,171.99,171.81,171.89,,68.17412,388100
11/1/2018 2:35:00 PM,171.88,171.91,171.58,171.69,,-19.55485,415800
11/1/2018 2:40:00 PM,171.69,171.84,171.61,171.66,45.71446,-24.86437,706100
11/1/2018 2:45:00 PM,171.65,171.66,171.44,171.54,42.57052,-104.7235,242300
11/1/2018 2:50:00 PM,171.54,171.89,171.54,171.89,52.77197,41.94283,218000
11/1/2018 2:55:00 PM,171.89,171.89,171.7,171.82,50.82758,72.90577,205000
11/1/2018 3:00:00 PM,171.81,171.96,171.76,171.86,51.91774,100.8757,1051000
11/1/2018 3:05:00 PM,171.86,171.86,171.64,171.67,46.62869,7.884591,227100
11/1/2018 3:10:00 PM,171.67,171.78,171.54,171.76,49.26513,-10.8969,326700
11/1/2018 3:15:00 PM,171.77,171.87,171.62,171.83,51.28122,37.32169,249200
11/1/2018 3:20:00 PM,171.83,171.88,171.64,171.69,47.23856,1.723766,333900
11/1/2018 3:25:00 PM,171.7,171.8,171.63,171.75,49.0908,-22.22502,627700
11/1/2018 3:30:00 PM,171.75,171.95,171.71,171.93,54.27671,93.14632,458200
