Timestamp,Open,High,Low,Close,Cci,Volume
10/4/2011 0:00,2427.00,2448.00,2058.00,2058.00,0.00,100
10/5/2011 0:00,1974.60,1989.00,1813.80,1813.80,0.00,0
10/6/2011 0:00,1811.40,1878.00,1740.00,1740.00,0.00,500
10/7/2011 0:00,1705.80,1857.60,1684.80,1765.20,0.00,200
10/10/2011 0:00,1654.80,1656.00,1559.40,1559.40,0.00,400
10/11/2011 0:00,1570.20,1572.60,1491.00,1506.00,0.00,200
10/12/2011 0:00,1394.40,1394.40,1248.60,1287.60,0.00,300
10/13/2011 0:00,1332.00,1402.20,1296.60,1296.60,0.00,100
10/14/2011 0:00,1173.60,1241.40,1148.40,1168.80,0.00,200
10/17/2011 0:00,1157.40,1395.00,1157.40,1395.00,0.00,700
10/18/2011 0:00,1384.80,1477.20,1191.00,1302.00,0.00,900
10/19/2011 0:00,1260.00,1483.20,1236.00,1446.60,0.00,500
10/20/2011 0:00,1465.20,1567.80,1428.00,1449.00,0.00,600
10/21/2011 0:00,1352.40,1401.00,1302.00,1302.00,0.00,500
10/24/2011 0:00,1270.20,1270.20,1138.20,1143.60,0.00,800
10/25/2011 0:00,1174.20,1311.00,1174.20,1293.00,0.00,800
10/26/2011 0:00,1189.80,1374.60,1177.20,1190.40,0.00,600
10/27/2011 0:00,943.80,991.80,856.20,873.00,0.00,2400
10/28/2011 0:00,904.80,918.60,846.60,857.40,0.00,1200
10/31/2011 0:00,938.40,1039.80,923.40,1039.80,-106.65,2700
11/1/2011 0:00,1356.00,1408.80,1261.80,1344.60,-4.41,5100
11/2/2011 0:00,1248.00,1351.80,1232.40,1261.80,-16.07,2800
11/3/2011 0:00,1188.60,1341.60,1132.20,1143.00,-39.05,3700
11/4/2011 0:00,1201.20,1271.40,1152.60,1186.20,-31.04,1700
11/7/2011 0:00,1199.40,1260.00,1164.00,1164.60,-26.95,2200
11/8/2011 0:00,1132.80,1196.40,1050.00,1054.80,-71.15,2200
11/9/2011 0:00,1212.60,1461.00,1197.00,1445.40,79.84,6900
11/10/2011 0:00,1275.00,1425.00,1254.00,1262.40,50.19,4200
11/11/2011 0:00,1168.80,1170.60,1128.00,1157.40,-40.22,1900
11/14/2011 0:00,1191.60,1258.80,1186.80,1212.60,0.21,1200
11/15/2011 0:00,1256.40,1279.20,1169.40,1189.20,-0.54,3200
11/16/2011 0:00,1263.60,1320.60,1176.00,1304.40,38.09,9300
11/17/2011 0:00,1324.20,1479.00,1300.80,1428.60,131.63,5500
11/18/2011 0:00,1347.00,1426.80,1330.80,1330.80,103.16,4300
11/21/2011 0:00,1472.40,1476.60,1347.60,1363.80,110.75,5200
11/22/2011 0:00,1378.20,1405.20,1299.60,1306.80,70.04,3000
11/23/2011 0:00,1369.20,1430.40,1350.60,1424.40,97.16,4300
11/25/2011 0:00,1434.00,1471.20,1378.80,1461.00,109.45,1800
11/28/2011 0:00,1266.60,1350.00,1244.40,1321.80,21.97,3300
11/29/2011 0:00,1296.60,1322.40,1240.20,1266.00,-10.93,3000
11/30/2011 0:00,1095.60,1114.20,1036.20,1041.60,-164.48,3400
12/1/2011 0:00,1050.00,1054.80,980.40,994.20,-169.43,1300
12/2/2011 0:00,936.60,993.00,904.20,988.20,-170.45,4800
12/5/2011 0:00,907.20,1006.20,904.80,985.20,-144.45,3700
12/6/2011 0:00,985.20,997.80,951.00,976.20,-121.69,3700
12/7/2011 0:00,1005.00,1083.00,1004.40,1038.00,-85.93,4100
12/8/2011 0:00,1095.60,1149.60,1080.00,1134.00,-42.89,4000
12/9/2011 0:00,1102.80,1105.20,972.60,976.80,-81.46,3000
12/12/2011 0:00,1012.20,1050.00,979.20,979.20,-80.56,2200
12/13/2011 0:00,940.20,1009.80,898.80,971.40,-87.81,5000
12/14/2011 0:00,968.40,1016.40,943.80,975.00,-72.53,5000
12/15/2011 0:00,907.20,927.00,879.00,902.40,-92.60,4500
12/16/2011 0:00,843.00,914.40,843.00,892.20,-94.14,5000
12/19/2011 0:00,873.00,888.00,837.00,872.40,-95.08,4500
12/20/2011 0:00,796.20,796.20,765.00,765.60,-128.79,4400
12/21/2011 0:00,750.60,772.80,662.40,664.80,-155.88,5700
12/22/2011 0:00,635.40,678.00,610.20,664.20,-173.25,3200
12/23/2011 0:00,645.60,709.20,643.80,696.00,-147.56,2900
12/27/2011 0:00,690.00,694.80,669.60,688.20,-127.67,1700
12/28/2011 0:00,679.80,747.00,679.80,742.80,-95.63,3600
12/29/2011 0:00,733.20,734.40,705.00,707.40,-88.23,2100
12/30/2011 0:00,707.40,730.20,702.00,729.60,-76.01,1800
1/3/2012 0:00,662.40,670.20,645.00,652.80,-96.27,3800
1/4/2012 0:00,671.40,682.20,625.80,627.60,-90.62,4900
1/5/2012 0:00,644.40,657.00,597.00,598.80,-93.86,7000
1/6/2012 0:00,588.60,612.00,567.60,579.60,-100.83,5600
1/9/2012 0:00,568.80,578.40,556.20,562.20,-107.04,3700
1/10/2012 0:00,528.00,544.80,517.80,538.80,-118.84,5100
1/11/2012 0:00,547.80,559.20,544.80,554.40,-106.24,4300
1/12/2012 0:00,550.20,590.40,538.80,540.00,-98.94,7000
1/13/2012 0:00,566.40,601.20,564.00,568.80,-79.33,12600
1/17/2012 0:00,532.20,566.40,514.80,560.40,-96.58,8100
1/18/2012 0:00,553.20,565.80,518.40,520.80,-100.27,11800
1/19/2012 0:00,505.80,516.60,489.60,491.40,-122.62,12300
1/20/2012 0:00,496.20,500.40,459.60,462.60,-133.61,13100
1/23/2012 0:00,460.20,465.60,432.00,438.00,-144.00,13600
1/24/2012 0:00,459.60,463.20,436.80,441.00,-127.49,12900
1/25/2012 0:00,441.00,452.40,401.40,404.40,-138.31,21000
1/26/2012 0:00,387.00,416.40,384.60,404.40,-139.82,13900
1/27/2012 0:00,415.80,418.20,383.40,387.60,-131.79,12600
1/30/2012 0:00,415.80,421.20,399.60,410.40,-106.97,12600
1/31/2012 0:00,391.80,418.20,388.80,409.80,-99.54,8300
2/1/2012 0:00,393.00,399.00,376.80,388.20,-104.61,10800
2/2/2012 0:00,373.80,378.00,364.20,364.80,-110.67,12000
2/3/2012 0:00,334.20,340.80,326.40,326.40,-132.83,15200
2/6/2012 0:00,331.20,333.00,318.00,318.60,-127.22,7400
2/7/2012 0:00,320.40,332.40,317.40,323.40,-116.44,9500
2/8/2012 0:00,323.40,342.60,320.40,338.40,-97.81,11200
2/9/2012 0:00,342.00,372.60,336.60,372.00,-67.17,15700
2/10/2012 0:00,411.60,481.20,403.80,435.60,21.00,28000
2/13/2012 0:00,388.80,400.20,369.00,369.60,-41.38,16600
2/14/2012 0:00,381.00,437.40,379.80,391.80,-2.06,29300
2/15/2012 0:00,398.40,442.20,397.80,436.20,46.08,44700
2/16/2012 0:00,454.80,471.00,397.80,400.80,53.43,41000
2/17/2012 0:00,400.80,400.80,400.80,400.80,19.49,0
2/21/2012 0:00,380.40,400.80,378.00,388.80,1.34,28400
2/22/2012 0:00,394.20,397.20,366.00,367.80,-19.14,38900
2/23/2012 0:00,368.40,375.00,316.20,321.60,-98.81,84800
2/24/2012 0:00,312.60,346.80,307.80,343.80,-96.68,91900
2/27/2012 0:00,367.80,370.20,328.20,349.20,-54.99,113900
2/28/2012 0:00,357.60,359.40,339.00,341.40,-54.31,69100
2/29/2012 0:00,330.00,345.60,317.40,329.40,-79.88,156400
3/1/2012 0:00,326.40,328.80,312.60,317.40,-93.18,110900
3/2/2012 0:00,316.20,327.00,310.80,322.20,-83.33,90600
3/5/2012 0:00,327.00,332.40,316.20,319.20,-76.60,137100
