Timestamp,Open,High,Low,Close,Rsi,Cci
1/9/2018 12:00:00 AM,274.43,275.25,274.08,274.54,0.00,0.00
1/10/2018 12:00:00 AM,273.71,274.42,272.92,274.12,0.00,0.00
1/11/2018 12:00:00 AM,274.75,276.12,274.56,276.12,0.00,0.00
1/12/2018 12:00:00 AM,276.43,278.11,276.08,277.92,0.00,0.00
1/16/2018 12:00:00 AM,279.42,280.09,276.18,276.97,0.00,0.00
1/17/2018 12:00:00 AM,278.07,280.05,276.97,279.61,0.00,0.00
1/18/2018 12:00:00 AM,279.51,279.96,278.58,279.14,0.00,0.00
1/19/2018 12:00:00 AM,279.70,280.41,279.14,280.41,0.00,0.00
1/22/2018 12:00:00 AM,280.16,282.69,280.11,282.69,0.00,0.00
1/23/2018 12:00:00 AM,282.76,283.62,282.37,283.29,0.00,0.00
1/24/2018 12:00:00 AM,284.03,284.70,281.84,283.18,0.00,0.00
1/25/2018 12:00:00 AM,284.16,284.27,282.41,283.30,0.00,0.00
1/26/2018 12:00:00 AM,284.32,286.63,283.96,286.58,0.00,0.00
1/29/2018 12:00:00 AM,285.99,286.43,284.50,284.68,0.00,108.08
1/30/2018 12:00:00 AM,283.20,284.74,281.22,281.76,0.00,44.71
1/31/2018 12:00:00 AM,282.75,283.30,280.68,281.90,67.61,21.70
2/1/2018 12:00:00 AM,281.10,283.06,280.68,281.58,66.51,6.60
2/2/2018 12:00:00 AM,280.00,280.23,275.41,275.45,49.83,-141.85
2/5/2018 12:00:00 AM,273.47,275.85,263.31,263.93,33.06,-287.55
2/6/2018 12:00:00 AM,259.73,269.70,258.70,269.13,42.47,-220.19
2/7/2018 12:00:00 AM,268.46,272.36,267.58,267.67,40.74,-126.02
2/8/2018 12:00:00 AM,268.00,268.17,257.59,257.63,31.29,-161.53
2/9/2018 12:00:00 AM,260.94,263.61,252.92,261.50,37.32,-136.05
2/12/2018 12:00:00 AM,263.89,267.01,261.66,265.34,42.70,-77.61
2/13/2018 12:00:00 AM,264.00,266.62,263.31,266.00,43.60,-62.41
2/14/2018 12:00:00 AM,264.40,270.00,264.30,269.59,48.33,-36.07
2/15/2018 12:00:00 AM,271.56,273.04,268.77,273.03,52.45,0.83
2/16/2018 12:00:00 AM,272.27,275.32,272.27,273.11,52.54,30.24
2/20/2018 12:00:00 AM,272.00,273.67,270.50,271.40,50.24,23.56
2/21/2018 12:00:00 AM,271.85,274.72,269.94,270.05,48.43,34.45
